mjdobs,obstime,ra,dec,prob,tile_id
58337.66015625,2018-08-07T15:49:18.704,359.1448974609375,34.70000076293945,0.0,46964.0
58337.6640625,2018-08-07T15:54:18.704,0.0,34.0,0.0015384615398943424,46118.0
58337.66796875,2018-08-07T15:59:18.704,0.84112149477005,33.29999923706055,0.003076923079788685,45690.0
58337.66796875,2018-08-07T16:04:18.704,2.5411765575408936,34.0,0.004615384619683027,46121.0
58337.671875,2018-08-07T16:09:18.704,3.3644859790802,33.29999923706055,0.00615384615957737,45693.0
58337.67578125,2018-08-07T16:14:18.704,2.4269661903381348,29.799999237060547,0.007692307699471712,43495.0
58337.6796875,2018-08-07T16:19:18.704,4.0723981857299805,30.5,0.009230769239366055,43943.0
58337.68359375,2018-08-07T16:24:18.704,4.8539323806762695,29.799999237060547,0.01076923031359911,43498.0
58337.6875,2018-08-07T16:29:18.704,6.471909999847412,29.799999237060547,0.01230769231915474,43500.0
58337.69140625,2018-08-07T16:34:18.704,8.144796371459961,30.5,0.013846153393387794,43948.0
58337.6953125,2018-08-07T16:39:18.704,8.898876190185547,29.799999237060547,0.015384615398943424,43503.0
58337.69921875,2018-08-07T16:44:18.704,9.642857551574707,29.100000381469727,0.016923077404499054,43055.0
58337.69921875,2018-08-07T16:49:18.704,10.446428298950195,29.100000381469727,0.01846153847873211,43056.0
58337.703125,2018-08-07T16:54:18.704,11.25,29.100000381469727,0.019999999552965164,43057.0
58337.70703125,2018-08-07T16:59:18.704,11.175166130065918,28.399999618530273,0.02153846062719822,42605.0
58337.7109375,2018-08-07T17:04:18.704,10.37693977355957,28.399999618530273,0.023076923564076424,42604.0
58337.71484375,2018-08-07T17:09:18.704,10.516854286193848,29.799999237060547,0.02461538463830948,43505.0
58337.71875,2018-08-07T17:14:18.704,11.32584285736084,29.799999237060547,0.026153845712542534,43506.0
58337.72265625,2018-08-07T17:19:18.704,12.053571701049805,29.100000381469727,0.02769230678677559,43058.0
58337.7265625,2018-08-07T17:24:18.704,12.134831428527832,29.799999237060547,0.029230769723653793,43507.0
58337.73046875,2018-08-07T17:29:18.704,9.707864761352539,29.799999237060547,0.03076923079788685,43504.0
58337.73046875,2018-08-07T17:34:18.704,10.588234901428223,30.5,0.032307691872119904,43951.0
58337.734375,2018-08-07T17:39:18.704,11.973392486572266,28.399999618530273,0.03384615480899811,42606.0
58337.73828125,2018-08-07T17:44:18.704,11.402714729309082,30.5,0.035384614020586014,43952.0
58337.7421875,2018-08-07T17:49:18.704,9.578714370727539,28.399999618530273,0.03692307695746422,42603.0
