mjdobs,obstime,ra,dec,prob,tile_id
58877.52734375,2020-01-29T12:39:10.586,0.0,-32.5,0.0,0.0
58877.53125,2020-01-29T12:44:10.586,0.0,-32.5,0.0,0.0
58877.53515625,2020-01-29T12:49:10.586,0.0,-32.5,0.0,0.0
58877.5390625,2020-01-29T12:54:10.586,0.0,-32.5,0.0,0.0
58877.54296875,2020-01-29T12:59:10.586,0.0,-32.5,0.0,0.0
58877.54296875,2020-01-29T13:04:10.586,0.0,-32.5,0.0,0.0
58877.546875,2020-01-29T13:09:10.586,0.0,-32.5,0.0,0.0
58877.55078125,2020-01-29T13:14:10.586,0.0,-32.5,0.0,0.0
58877.5546875,2020-01-29T13:19:10.586,0.0,-32.5,0.0,0.0
58877.55859375,2020-01-29T13:24:10.586,0.0,-32.5,0.0,0.0
58877.5625,2020-01-29T13:29:10.586,0.0,-32.5,0.0,0.0
58877.56640625,2020-01-29T13:34:10.586,0.0,-32.5,0.0,0.0
58877.5703125,2020-01-29T13:39:10.586,0.0,-32.5,0.0,0.0
58877.57421875,2020-01-29T13:44:10.586,0.0,-32.5,0.0,0.0
58877.57421875,2020-01-29T13:49:10.586,0.0,-32.5,0.0,0.0
58877.578125,2020-01-29T13:54:10.586,0.0,-32.5,0.0,0.0
58877.58203125,2020-01-29T13:59:10.586,0.0,-32.5,0.0,0.0
58877.5859375,2020-01-29T14:04:10.586,0.0,-32.5,0.0,0.0
58877.58984375,2020-01-29T14:09:10.586,0.0,-32.5,0.0,0.0
58877.59375,2020-01-29T14:14:10.586,0.0,-32.5,0.0,0.0
58877.59765625,2020-01-29T14:19:10.586,0.0,-32.5,0.0,0.0
58877.6015625,2020-01-29T14:24:10.586,0.0,-32.5,0.0,0.0
58877.60546875,2020-01-29T14:29:10.586,0.0,-32.5,0.0,0.0
58877.60546875,2020-01-29T14:34:10.586,0.0,-32.5,0.0,0.0
58877.609375,2020-01-29T14:39:10.586,0.0,-32.5,0.0,0.0
58877.61328125,2020-01-29T14:44:10.586,0.0,-32.5,0.0,0.0
58877.6171875,2020-01-29T14:49:10.586,0.0,-32.5,0.0,0.0
58877.62109375,2020-01-29T14:54:10.586,0.0,-32.5,0.0,0.0
58877.625,2020-01-29T14:59:10.586,0.0,-32.5,0.0,0.0
58877.62890625,2020-01-29T15:04:10.586,0.0,-32.5,0.0,0.0
58877.6328125,2020-01-29T15:09:10.586,0.0,-32.5,0.0,0.0
58877.63671875,2020-01-29T15:14:10.586,0.0,-32.5,0.0,0.0
58877.63671875,2020-01-29T15:19:10.586,0.0,-32.5,0.0,0.0
58877.640625,2020-01-29T15:24:10.586,0.0,-32.5,0.0,0.0
58877.64453125,2020-01-29T15:29:10.586,0.0,-32.5,0.0,0.0
58877.6484375,2020-01-29T15:34:10.586,0.0,-32.5,0.0,0.0
58877.65234375,2020-01-29T15:39:10.586,0.0,-32.5,0.0,0.0
58877.65625,2020-01-29T15:44:10.586,0.0,-32.5,0.0,0.0
58877.66015625,2020-01-29T15:49:10.586,0.0,-32.5,0.0,0.0
58877.6640625,2020-01-29T15:54:10.586,0.0,-32.5,0.0,0.0
58877.66796875,2020-01-29T15:59:10.586,0.0,-32.5,0.0,0.0
58877.66796875,2020-01-29T16:04:10.586,0.0,-32.5,0.0,0.0
58877.671875,2020-01-29T16:09:10.586,0.0,-32.5,0.0,0.0
58877.67578125,2020-01-29T16:14:10.586,0.0,-32.5,0.0,0.0
58877.6796875,2020-01-29T16:19:10.586,0.0,-32.5,0.0,0.0
58877.68359375,2020-01-29T16:24:10.586,0.0,-32.5,0.0,0.0
58877.6875,2020-01-29T16:29:10.586,0.0,-32.5,0.0,0.0
58877.69140625,2020-01-29T16:34:10.586,0.0,-32.5,0.0,0.0
58877.6953125,2020-01-29T16:39:10.586,0.0,-32.5,0.0,0.0
58877.69921875,2020-01-29T16:44:10.586,0.0,-32.5,0.0,0.0
58877.69921875,2020-01-29T16:49:10.586,0.0,-32.5,0.0,0.0
58877.703125,2020-01-29T16:54:10.586,0.0,-32.5,0.0,0.0
58877.70703125,2020-01-29T16:59:10.586,0.0,-32.5,0.0,0.0
58877.7109375,2020-01-29T17:04:10.586,0.0,-32.5,0.0,0.0
58877.71484375,2020-01-29T17:09:10.586,0.0,-32.5,0.0,0.0
58877.71875,2020-01-29T17:14:10.586,0.0,-32.5,0.0,0.0
58877.72265625,2020-01-29T17:19:10.586,0.0,-32.5,0.0,0.0
58877.7265625,2020-01-29T17:24:10.586,0.0,-32.5,0.0,0.0
58877.73046875,2020-01-29T17:29:10.586,0.0,-32.5,0.0,0.0
58877.73046875,2020-01-29T17:34:10.586,0.0,-32.5,0.0,0.0
58877.734375,2020-01-29T17:39:10.586,0.0,-32.5,0.0,0.0
58877.73828125,2020-01-29T17:44:10.586,0.0,-32.5,0.0,0.0
58877.7421875,2020-01-29T17:49:10.586,0.0,-32.5,0.0,0.0
58877.74609375,2020-01-29T17:54:10.586,0.0,-32.5,0.0,0.0
58877.75,2020-01-29T17:59:10.586,0.0,-32.5,0.0,0.0
58877.75390625,2020-01-29T18:04:10.586,0.0,-32.5,0.0,0.0
58877.7578125,2020-01-29T18:09:10.586,0.0,-32.5,0.0,0.0
58877.76171875,2020-01-29T18:14:10.586,0.0,-32.5,0.0,0.0
58877.76171875,2020-01-29T18:19:10.586,0.0,-32.5,0.0,0.0
58877.765625,2020-01-29T18:24:10.586,0.0,-32.5,0.0,0.0
58877.76953125,2020-01-29T18:29:10.586,0.0,-32.5,0.0,0.0
58877.7734375,2020-01-29T18:34:10.586,0.0,-32.5,0.0,0.0
58877.77734375,2020-01-29T18:39:10.586,0.0,-32.5,0.0,0.0
58877.78125,2020-01-29T18:44:10.586,0.0,-32.5,0.0,0.0
58877.78515625,2020-01-29T18:49:10.586,0.0,-32.5,0.0,0.0
58877.7890625,2020-01-29T18:54:10.586,0.0,-32.5,0.0,0.0
58877.79296875,2020-01-29T18:59:10.586,0.0,-32.5,0.0,0.0
58877.79296875,2020-01-29T19:04:10.586,0.0,-32.5,0.0,0.0
58877.796875,2020-01-29T19:09:10.586,0.0,-32.5,0.0,0.0
58877.80078125,2020-01-29T19:14:10.586,0.0,-32.5,0.0,0.0
58877.8046875,2020-01-29T19:19:10.586,0.0,-32.5,0.0,0.0
58877.80859375,2020-01-29T19:24:10.586,0.0,-32.5,0.0,0.0
58877.8125,2020-01-29T19:29:10.586,0.0,-32.5,0.0,0.0
58877.81640625,2020-01-29T19:34:10.586,0.0,-32.5,0.0,0.0
58877.8203125,2020-01-29T19:39:10.586,0.0,-32.5,0.0,0.0
58877.82421875,2020-01-29T19:44:10.586,0.0,-32.5,0.0,0.0
58877.82421875,2020-01-29T19:49:10.586,0.0,-32.5,0.0,0.0
58877.828125,2020-01-29T19:54:10.586,0.0,-32.5,0.0,0.0
58877.83203125,2020-01-29T19:59:10.586,0.0,-32.5,0.0,0.0
58877.8359375,2020-01-29T20:04:10.586,0.0,-32.5,0.0,0.0
58877.83984375,2020-01-29T20:09:10.586,0.0,-32.5,0.0,0.0
58877.84375,2020-01-29T20:14:10.586,0.0,-32.5,0.0,0.0
58877.84765625,2020-01-29T20:19:10.586,0.0,-32.5,0.0,0.0
58877.8515625,2020-01-29T20:24:10.586,0.0,-32.5,0.0,0.0
58877.85546875,2020-01-29T20:29:10.586,0.0,-32.5,0.0,0.0
58877.85546875,2020-01-29T20:34:10.586,0.0,-32.5,0.0,0.0
58877.859375,2020-01-29T20:39:10.586,0.0,-32.5,0.0,0.0
58877.86328125,2020-01-29T20:44:10.586,0.0,-32.5,0.0,0.0
58877.8671875,2020-01-29T20:49:10.586,0.0,-32.5,0.0,0.0
58877.87109375,2020-01-29T20:54:10.586,0.0,-32.5,0.0,0.0
58877.875,2020-01-29T20:59:10.586,0.0,-32.5,0.0,0.0
58877.87890625,2020-01-29T21:04:10.586,0.0,-32.5,0.0,0.0
58877.8828125,2020-01-29T21:09:10.586,0.0,-32.5,0.0,0.0
58877.88671875,2020-01-29T21:14:10.586,0.0,-32.5,0.0,0.0
58877.88671875,2020-01-29T21:19:10.586,0.0,-32.5,0.0,0.0
58877.890625,2020-01-29T21:24:10.586,0.0,-32.5,0.0,0.0
