mjdobs,obstime,ra,dec,prob,tile_id
59893.765625,2022-11-10T18:24:35.000,183.8297882080078,73.9000015258789,0.0,63208.0
59893.76953125,2022-11-10T18:29:35.000,181.2244873046875,73.19999694824219,0.006410256493836641,63062.0
59893.7734375,2022-11-10T18:34:35.000,186.3829803466797,73.9000015258789,0.012820512987673283,63209.0
59893.77734375,2022-11-10T18:39:35.000,181.1764678955078,72.5,0.01923076994717121,62911.0
59893.78125,2022-11-10T18:44:35.000,188.93617248535156,73.9000015258789,0.025641025975346565,63210.0
59893.78515625,2022-11-10T18:49:35.000,186.12245178222656,73.19999694824219,0.03205128386616707,63064.0
59893.7890625,2022-11-10T18:54:35.000,191.48936462402344,73.9000015258789,0.03846153989434242,63211.0
59893.79296875,2022-11-10T18:59:35.000,185.88235473632812,72.5,0.044871795922517776,62913.0
59893.79296875,2022-11-10T19:04:35.000,188.57142639160156,73.19999694824219,0.05128205195069313,63065.0
59893.796875,2022-11-10T19:09:35.000,185.66036987304688,71.80000305175781,0.057692307978868484,62756.0
59893.80078125,2022-11-10T19:14:35.000,185.4545440673828,71.0999984741211,0.06410256773233414,62593.0
59893.8046875,2022-11-10T19:19:35.000,187.92453002929688,71.80000305175781,0.07051282376050949,62757.0
