mjdobs,obstime,ra,dec,prob,tile_id
59400.6015625,2021-07-05T14:24:14.684,233.47280883789062,-21.299999237060547,0.019999999552965164,7604.0
59400.60546875,2021-07-05T14:29:14.684,203.3333282470703,-32.5,0.019591836258769035,244.0
59400.60546875,2021-07-05T14:34:14.684,204.1666717529297,-32.5,0.019183672964572906,245.0
59400.609375,2021-07-05T14:39:14.684,201.6666717529297,-32.5,0.018775509670376778,242.0
59400.61328125,2021-07-05T14:44:14.684,202.5,-32.5,0.01836734637618065,243.0
59400.6171875,2021-07-05T14:49:14.684,199.1666717529297,-32.5,0.01795918308198452,239.0
59400.62109375,2021-07-05T14:54:14.684,200.0,-32.5,0.01755101978778839,240.0
59400.625,2021-07-05T14:59:14.684,200.8333282470703,-32.5,0.017142856493592262,241.0
59400.62890625,2021-07-05T15:04:14.684,205.0,-32.5,0.016734693199396133,246.0
59400.6328125,2021-07-05T15:09:14.684,202.2935791015625,-31.799999237060547,0.016326529905200005,678.0
59400.63671875,2021-07-05T15:14:14.684,205.8333282470703,-32.5,0.015918366611003876,247.0
59400.63671875,2021-07-05T15:19:14.684,206.6666717529297,-32.5,0.015510204248130322,248.0
59400.640625,2021-07-05T15:24:14.684,207.5,-32.5,0.015102040953934193,249.0
59400.64453125,2021-07-05T15:29:14.684,208.3333282470703,-32.5,0.014693877659738064,250.0
59400.6484375,2021-07-05T15:34:14.684,210.0,-32.5,0.014285714365541935,252.0
59400.65234375,2021-07-05T15:39:14.684,210.8333282470703,-32.5,0.013877551071345806,253.0
59400.65625,2021-07-05T15:44:14.684,210.5504608154297,-31.799999237060547,0.013469387777149677,688.0
59400.66015625,2021-07-05T15:49:14.684,209.93165588378906,-31.100000381469727,0.013061224482953548,1126.0
59400.6640625,2021-07-05T15:54:14.684,210.1357421875,-30.399999618530273,0.01265306118875742,1568.0
59400.66796875,2021-07-05T15:59:14.684,212.3917999267578,-31.100000381469727,0.01224489789456129,1129.0
59400.66796875,2021-07-05T16:04:14.684,211.1460723876953,-29.700000762939453,0.011836734600365162,2014.0
59400.671875,2021-07-05T16:09:14.684,211.95506286621094,-29.700000762939453,0.011428571306169033,2015.0
59400.67578125,2021-07-05T16:14:14.684,212.14285278320312,-29.0,0.011020408011972904,2463.0
59400.6796875,2021-07-05T16:19:14.684,212.94642639160156,-29.0,0.010612244717776775,2464.0
59400.68359375,2021-07-05T16:24:14.684,213.1263885498047,-28.299999237060547,0.010204081423580647,2915.0
59400.6875,2021-07-05T16:29:14.684,215.35714721679688,-29.0,0.009795918129384518,2467.0
59400.69140625,2021-07-05T16:34:14.684,214.096923828125,-27.600000381469727,0.009387754835188389,3370.0
59400.6953125,2021-07-05T16:39:14.684,214.26695251464844,-26.899999618530273,0.00897959154099226,3827.0
