"name","ra","dec","trigger_time","t90","t90_error","t90_start","trigger_name"
"GRB211024065","28.053","-6.973","59511.065409708","   0.064"," 0.036","  -0.016","bn211024065"
"GRB211027244","278.61","18.99","59514.244359904","  19.968"," 2.611","  -3.584","bn211027244"
"GRB211031175","71.98","-54.27","59518.174758735","   0.128"," 0.345","  -0.064","bn211031175"
"GRB211102338","30.81","56.84","59520.337537255","  48.897"," 0.923","  -3.072","bn211102338"
"GRB211102587","300.89","-2.62","59520.587212274","  19.712"," 0.724","  -0.768","bn211102587"
"GRB211104765","247.68","-52.34","59522.765151767","  39.681"," 2.986","  -3.584","bn211104765"
"GRB211104782","16.85","17.53","59522.782069506","   0.704"," 0.640","  -0.704","bn211104782"
"GRB211107848","183.42","-61.22","59525.847687691","   8.384"," 4.332","  -3.520","bn211107848"
"GRB211109028","129.05","-33.88","59527.027594533","   8.960"," 5.425","  -2.048","bn211109028"
"GRB211109113","252.76","-45.12","59527.113047875"," 285.701"," 1.999","  -0.256","bn211109113"
"GRB211112607","138.38","-2.54","59530.607203393"," 111.618","13.036"," -40.193","bn211112607"
"GRB211115688","120.87","-11.9","59533.688453823","   8.960"," 1.810","  -1.024","bn211115688"
"GRB211116487","14.89","-54.33","59534.486805272","  14.848"," 4.136","  -3.584","bn211116487"
"GRB211116586","276.24","-33.6","59534.586034124","  19.968"," 1.810","   0.320","bn211116586"
"GRB211118985","33.67","71.05","59536.984891052","   7.168"," 2.828","   0.000","bn211118985"
"GRB211120548","47.94","47.14","59538.548458775","  36.097"," 2.534","  -3.328","bn211120548"
"GRB211120962","315.92","43.41","59538.962013052","   5.120"," 0.362","   3.072","bn211120962"
"GRB211121434","97.4","-31.22","59539.433948286"," 333.064"," 3.482","  10.240","bn211121434"
"GRB211124104","94.967","-61.433","59542.104092097","   0.512"," 0.345","   0.000","bn211124104"
"GRB211129410","274.581","31.7882","59547.410490277"," 111.106"," 9.217","  -2.816","bn211129410"
"GRB211130636","18.33","-24.31","59548.636423936"," 218.629"," 0.572","   2.048","bn211130636"
"GRB211201863","339.41","-7.22","59549.863112049","  54.785"," 3.780"," -10.496","bn211201863"
"GRB211204144","35.42","-49.45","59552.144171726","  77.056"," 2.985","  -2.560","bn211204144"
"GRB211204493","267.93","13.53","59552.493123359"," 139.266"," 1.493","   4.352","bn211204493"
"GRB211204901","346.44","55.84","59552.900700834","  17.408"," 1.999","   1.536","bn211204901"
"GRB211207416","54.32","-32.82","59555.416077471"," 120.322"," 3.167"," -23.552","bn211207416"
"GRB211210937","308.39","-3.98","59558.937399191","  11.776"," 3.665","  -2.560","bn211210937"
"GRB211211549","212.272","27.884","59559.548607071","  34.305"," 0.572","   2.576","bn211211549"
"GRB211211909","228.11","48.38","59559.908829191","  54.272"," 3.125"," -42.752","bn211211909"
"GRB211212394","144.43","-2.26","59560.394485077","  42.496"," 3.665","  -3.584","bn211212394"
"GRB211212532","41.8","-25.61","59560.532250449","  21.504"," 1.379","  -0.256","bn211212532"
"GRB211216282","44.36","-64.35","59564.281852503","  20.224"," 0.810","   0.512","bn211216282"
"GRB211216556","100.77","60.09","59564.556335552","  28.416"," 1.280","  -1.024","bn211216556"
"GRB211217295","8.88","4.45","59565.294795455","   4.096"," 1.619","  -1.280","bn211217295"
"GRB211219622","60.48","-30.54","59567.621788974","  31.741"," 0.571","   0.003","bn211219622"
"GRB211219910","68.54","-63.18","59567.909560283","  73.729"," 1.810","  -1.536","bn211219910"
"GRB211221867","75.33","5.67","59569.867136342","  14.592"," 3.338","  -5.376","bn211221867"
"GRB211222768","103.45","-53.82","59570.768197088","   1.024"," 0.551","  -0.960","bn211222768"
"GRB211223350","287.62","42.22","59571.349563166","  57.088"," 4.971","  -1.024","bn211223350"
"GRB211224980","220.89","-41.57","59572.980324785","   0.192"," 0.643","  -0.064","bn211224980"
"GRB211225014","124.67","16.81","59573.01421374","   9.472"," 2.360","  -1.024","bn211225014"
"GRB211229145","295.044","23.133","59577.145322933"," 119.807"," 2.429","   0.004","bn211229145"
"GRB211229930","185","-18.42","59577.929665469","  24.256"," 1.379"," -16.256","bn211229930"
"GRB211231292","289.37","-17.28","59579.292034575","   9.216"," 0.923","   2.560","bn211231292"
"GRB220101215","1.3537","31.7689","59580.215413583"," 128.259","15.792","  17.472","bn220101215"
"GRB220101930","30.8","-26.07","59580.929521198","  34.560"," 7.684","  -0.256","bn220101930"
"GRB220103877","36.86","-15.7","59582.877232509","   6.912"," 0.572","  -1.024","bn220103877"
"GRB220104167","197.84","42.07","59583.167391247","   2.624"," 0.779","  -0.128","bn220104167"
"GRB220107615","169.76","34.139","59586.614952861","  33.025"," 0.572","   0.768","bn220107615"
"GRB220107793","216.5","20","59586.792749069","  24.833"," 0.362","   0.832","bn220107793"
"GRB220111807","149.12","0.46","59590.806822142","  10.496"," 0.572","   0.320","bn220111807"
"GRB220114168","44.34","41.76","59593.168248","   8.192"," 4.360","  -1.536","bn220114168"
"GRB220114585","202.88","-11.79","59593.584576538","   0.704"," 0.373","  -0.256","bn220114585"
"GRB220115709","101.86","10.99","59594.708652562","  25.345"," 1.717","  -1.024","bn220115709"
"GRB220115943","317.78","-14.75","59594.942945768","  36.608"," 0.810","  -0.256","bn220115943"
"GRB220117199","286.457","16.791","59596.198564407"," 115.458"," 1.999","  -1.792","bn220117199"
"GRB220118764","192.274","22.909","59597.764303684","  18.944"," 2.611","  -0.256","bn220118764"
"GRB220120619","249.74","-45.55","59599.61939717","   1.280"," 0.861","  -0.576","bn220120619"
"GRB220124074","274.51","-66.17","59603.074305925","  53.760","11.406","  -2.816","bn220124074"
"GRB220129873","244.35","2.9","59608.873268577","   2.048"," 2.064","  -1.024","bn220129873"
"GRB220130968","357.77","-50.86","59609.968471627","  61.441"," 4.222","  69.633","bn220130968"
"GRB220131236","75.62","-24.87","59610.236441127","  84.738"," 2.919","   4.608","bn220131236"
"GRB220209959","352.13","73.11","59619.958916938"," 200.196"," 0.362","   9.984","bn220209959"
"GRB220210998","345.778","61.826","59620.997666332","  43.520"," 4.471","  -0.512","bn220210998"
"GRB220211047","207.17","39.97","59621.047093486","   0.448"," 0.466","  -0.384","bn220211047"
"GRB220211657","3.8","46.23","59621.657279655"," 152.579"," 6.297","  -6.400","bn220211657"
"GRB220214002","125.92","16.72","59624.001858893","  78.082"," 1.717"," -46.337","bn220214002"
"GRB220219473","41.57","8.96","59629.473311298","  79.618"," 0.572","   0.576","bn220219473"
"GRB220222098","27.06","-8.04","59632.098123098","   9.152"," 0.923","  -0.384","bn220222098"
"GRB220222808","191.15","-33.55","59632.808415928","  10.752"," 1.846","  -0.768","bn220222808"
"GRB220223094","26.19","-20.16","59633.093946705","   8.704"," 5.043","  -3.072","bn220223094"
"GRB220228438","311.2","-22.7","59638.437568551","  12.032"," 2.415","  -6.912","bn220228438"
"GRB220304228","244.97","-35.7","59642.228458178","  31.489"," 0.572","   3.328","bn220304228"
"GRB220305481","174.41","-34.04","59643.481487019"," 172.803"," 1.493","   7.680","bn220305481"
"GRB220305676","109.17","-38.18","59643.675719678","  27.137"," 1.950","  -2.816","bn220305676"
"GRB220306306","184.85","-29.97","59644.305561594","   4.925"," 0.889","   0.003","bn220306306"
"GRB220306761","5.3863","71.3631","59644.760836142","  13.312"," 3.083","  -1.280","bn220306761"
"GRB220308233","291.83","26.44","59646.232987256","  32.768"," 4.720","  -0.512","bn220308233"
"GRB220309253","147.03","-0.55","59647.253286856","  62.208"," 7.030","  -2.048","bn220309253"
"GRB220310122","63.83","69.58","59648.121618828","   5.376"," 0.453","  -0.128","bn220310122"
"GRB220310933","290.069","40.253","59648.933234106","  16.384"," 4.700","  -3.072","bn220310933"
"GRB220311690","157.975","66.0819","59649.689796306","  10.496"," 1.950","  -6.144","bn220311690"
"GRB220314898","174.84","1.1","59652.897890236","  30.465"," 1.280","  -1.280","bn220314898"
"GRB220315101","236.09","-76.82","59653.101352718","   0.768"," 0.668","  -0.256","bn220315101"
"GRB220316476","222.91","41.96","59654.476132813","  48.129"," 0.572","   0.576","bn220316476"
"GRB220317534","171.96","-11.28","59655.533688244","  14.336"," 3.482","  -7.168","bn220317534"
"GRB220320194","96.91","-53.54","59658.194380929","  19.968"," 0.362","   1.792","bn220320194"
"GRB220321282","170.76","28.94","59659.282199098","   2.240"," 1.404","  -1.088","bn220321282"
"GRB220323507","355.19","71.88","59661.507078317","   0.448"," 0.487","  -0.192","bn220323507"
"GRB220324110","190.98","71.56","59662.110466602","  44.289","13.119","  -1.536","bn220324110"
"GRB220325879","267.22","21.46","59663.879322405","  15.872"," 2.187","  -9.216","bn220325879"
"GRB220326173","185.6","-31.01","59664.173292612","  23.552"," 3.999","  -8.192","bn220326173"
"GRB220330520","324.13","63.06","59668.519551775","   0.320"," 0.143","  -0.192","bn220330520"
"GRB220401429","9.95","52.71","59670.428945495","  39.169"," 2.064","  -2.560","bn220401429"
"GRB220401896","352.49","42.87","59670.895711646","  32.000"," 7.697","  -1.536","bn220401896"
"GRB220403424","30.28","-14.16","59672.423641911","   6.912"," 1.493","  -1.792","bn220403424"
"GRB220403863","191.5","89.1836","59672.862951944","  29.184"," 2.064","  -6.144","bn220403863"
"GRB220404741","25.57","-10.83","59673.74124221","  82.176"," 2.673"," -30.208","bn220404741"
"GRB220405258","29.38","-22.8","59674.258091674","   8.192"," 1.305","  -0.256","bn220405258"
"GRB220407167","61.08","-13.91","59676.167154535","   1.408"," 0.231","  -1.472","bn220407167"
"GRB220408240","202.417","47.0687","59677.240328765","  17.920"," 1.305","  -0.256","bn220408240"
"GRB220408311","92.48","-50.97","59677.311164874","  32.513"," 1.056","   1.536","bn220408311"
"GRB220411306","178.19","25.61","59680.305561695","  22.272"," 1.143","   0.256","bn220411306"
"GRB220412713","320.794","-0.223","59681.7130676","   0.160"," 0.072","  -0.032","bn220412713"
"GRB220413167","249.08","-81.55","59682.167416428","   0.512"," 2.360","  -0.256","bn220413167"
"GRB220415645","298.38","-79.82","59684.645135233","  23.040"," 1.619","  -0.512","bn220415645"
"GRB220417578","107.72","11.28","59686.578194033","  16.896"," 7.832","  -3.328","bn220417578"
"GRB220418661","334.26","61.95","59687.66109813","   2.752"," 1.346","  -0.320","bn220418661"
"GRB220418720","224.344","-17.539","59687.719695033","   2.432"," 0.859","  -0.768","bn220418720"
"GRB220421346","74.42","23.14","59690.345769994","   6.429"," 0.586","   0.003","bn220421346"
"GRB220424481","235.23","47.86","59693.481124674","  39.425"," 1.844","   0.256","bn220424481"
"GRB220426285","335.8","-20.53","59695.284620765","   5.632"," 0.362","   0.832","bn220426285"
"GRB220426299","138.44","-13.8","59695.299029879","  87.554"," 9.812","  -0.512","bn220426299"
"GRB220430900","9.01","-83.38","59699.899997669","  30.464"," 3.974","  -5.888","bn220430900"
"GRB220501828","85.577","14.033","59700.82767056","  51.201"," 3.620","   0.256","bn220501828"
"GRB220507423","222.06","53.23","59706.422983169","   5.950"," 0.831","   0.003","bn220507423"
"GRB220508939","344.38","-3.24","59707.939461991","  57.601","10.509","   0.768","bn220508939"
"GRB220510147","109.35","-11.86","59709.146601282","   1.472"," 0.916","  -0.640","bn220510147"
"GRB220511571","287.446","17.739","59710.570797111","  16.000","14.017"," -11.712","bn220511571"
"GRB220512211","128.62","84.04","59711.211055195","   4.480"," 0.345","  -0.256","bn220512211"
"GRB220513865","83.91","-29.21","59712.865376845","   1.856"," 0.898","  -0.768","bn220513865"
"GRB220514517","147.667","13.147","59713.517044424","  66.305"," 1.557","   0.256","bn220514517"
"GRB220516525","111.55","21.17","59715.524741597","  17.408"," 2.415","  -7.168","bn220516525"
"GRB220518717","293.32","-66.21","59717.716577308","   3.840"," 0.923","  -1.280","bn220518717"
"GRB220520876","182.21","13.5","59719.87613093","   1.280"," 0.345","  -0.768","bn220520876"
"GRB220521972","275.197","10.384","59720.972473694","  13.568"," 3.899","  -2.048","bn220521972"
"GRB220522110","32.57","4.03","59721.110421035","   5.824"," 0.951","  -0.896","bn220522110"
"GRB220523175","136.66","-37.46","59722.174651586","   7.680"," 2.996","  -1.280","bn220523175"
"GRB220523558","104.31","59.72","59722.558430766","   7.168"," 1.145","  -0.256","bn220523558"
"GRB220525008","13.365","16.396","59724.007572239","  16.128"," 0.572","  -6.400","bn220525008"
"GRB220527387","323.57","-14.9","59726.386987622","  10.496"," 0.362","   2.624","bn220527387"
"GRB220528259","311.21","24.3","59727.258882101","   0.576"," 0.091","  -0.064","bn220528259"
"GRB220530465","159.38","13.57","59729.46526058","   8.960"," 4.167","  -2.304","bn220530465"
"GRB220606025","258.23","-26","59736.024760203","  19.712"," 1.619","  -2.560","bn220606025"
"GRB220606044","28.474","-54.741","59736.044081891","   0.896"," 0.405","  -0.256","bn220606044"
"GRB220608211","229.26","-0.19","59738.210934614","  35.329"," 0.724","   0.576","bn220608211"
"GRB220608317","73.76","24.55","59738.316990175","  23.037"," 0.921","   0.004","bn220608317"
"GRB220609063","225.48","-33.9","59739.063129037","  11.520"," 2.290","  -2.048","bn220609063"
"GRB220610295","229.64","-57.8","59740.294928395","  17.664"," 2.290","  -2.048","bn220610295"
"GRB220610906","160.73","24.81","59740.90598299","   1.408"," 0.202","  -0.064","bn220610906"
"GRB220612013","150.29","-24.19","59742.01303898","  15.872"," 1.145","  -1.536","bn220612013"
"GRB220613395","177.88","22.43","59743.394553532","  14.848"," 2.202","  -5.632","bn220613395"
"GRB220617673","284.49","25.59","59747.672867722","  23.297"," 4.971","  -1.792","bn220617673"
"GRB220617772","156.96","15.53","59747.771677112","   0.704"," 0.231","  -0.128","bn220617772"
"GRB220618382","38.966","55.214","59748.382171148","  43.777"," 8.464","  -0.512","bn220618382"
"GRB220618761","90.64","-21.81","59748.760821326","   0.064"," 0.885","   0.000","bn220618761"
"GRB220619207","42.63","-2.32","59749.207232409","  43.773"," 2.996","   0.004","bn220619207"
"GRB220620016","142.63","58.69","59750.015811358","   0.064"," 1.083","  -0.064","bn220620016"
"GRB220620064","109.4","66.91","59750.063960828","  17.408"," 2.415","  -8.704","bn220620064"
"GRB220620261","326.87","-44.64","59750.261411385","  48.385"," 2.521","  -3.584","bn220620261"
"GRB220622394","286.22","-52.19","59752.393899383","   0.512"," 0.634","  -0.128","bn220622394"
"GRB220623649","216.11","50.15","59753.64856981","   1.024"," 0.272","  -0.192","bn220623649"
"GRB220624124","179.348","16.691","59754.12401804"," 285.190"," 3.338","   3.072","bn220624124"
"GRB220624316","295.11","52.68","59754.315926538","   2.176"," 1.946","  -0.832","bn220624316"
"GRB220624431","97.78","41.64","59754.430836043","  20.224"," 2.919","  -5.888","bn220624431"
"GRB220627890","201.2","-32.5","59757.889584326"," 136.706"," 1.280","  44.801","bn220627890"
"GRB220627901","207.02","-28.48","59757.900652667"," 126.978"," 8.842"," -12.288","bn220627901"
"GRB220702569","160.01","6.5","59762.569163646","   3.840"," 0.810","  -0.768","bn220702569"
"GRB220702842","170.65","46.79","59762.842205995","  35.840"," 1.557","  -0.768","bn220702842"
"GRB220704575","279.86","-44.64","59764.575013496","  22.016"," 1.086","   0.000","bn220704575"
"GRB220705282","149.78","-10.73","59765.281867391","  22.016"," 2.919","  -0.256","bn220705282"
"GRB220711279","96.13","33.94","59771.278560511","   1.472"," 0.143","  -0.064","bn220711279"
"GRB220711675","79.625","-47.309","59771.674983051","   0.256"," 0.231","  -0.128","bn220711675"
"GRB220711761","261.992","24.6694","59771.761435933","  81.602"," 1.950"," -28.544","bn220711761"
"GRB220713691","24.97","34.54","59773.691459007","  10.749"," 1.493","   0.003","bn220713691"
"GRB220714582","47.0803","-19.3269","59774.582017045","  28.160"," 0.724","  -1.280","bn220714582"
"GRB220715368","171.25","-31.13","59775.367828034","  13.312"," 1.280","  -1.024","bn220715368"
"GRB220715691","155.94","28.73","59775.690632752","  23.296"," 1.145","  -2.048","bn220715691"
"GRB220715934","254.875","-33.5979","59775.933828004","  39.680"," 1.305","   1.024","bn220715934"
"GRB220721021","356.6","-39.52","59781.021127155","  17.920"," 4.700","  -7.680","bn220721021"
"GRB220724457","319.67","-8.55","59784.456986927","  67.328"," 4.167","  -7.424","bn220724457"
"GRB220724988","236.84","-17.56","59784.98823445","  35.585"," 2.534","  -1.024","bn220724988"
"GRB220725244","250.08","-41.4","59785.243713745","   0.512"," 0.580","  -0.064","bn220725244"
"GRB220725563","105.34","-56.79","59785.563374033","   0.256"," 0.516","  -0.192","bn220725563"
"GRB220726405","196.92","-61.82","59786.404710833","  19.456"," 3.482","  -4.608","bn220726405"
"GRB220727192","123.92","-42.38","59787.191987372","   6.461"," 1.600","   0.003","bn220727192"
"GRB220728681","5.41","36.18","59788.681010923","   1.152"," 0.373","  -1.216","bn220728681"
"GRB220729429","316.69","-4.17","59789.428836929","   0.960"," 0.916","  -0.512","bn220729429"
"GRB220730659","225.021","-69.497","59790.658970279","   0.160"," 0.288","  -0.016","bn220730659"
"GRB220803402","203.42","-53.68","59794.402197571","   7.936"," 0.810","   0.000","bn220803402"
"GRB220804089","159.41","9.38","59795.089268141","  12.032"," 3.208","  -1.792","bn220804089"
"GRB220807581","139.77","34.16","59798.580862357","  39.937"," 5.894","  -0.768","bn220807581"
"GRB220810969","309.35","2.66","59801.969237048","   8.960"," 0.362","  -1.280","bn220810969"
"GRB220820998","264.26","-41.9","59811.998220085","   0.128"," 0.143","  -0.064","bn220820998"
"GRB220821296","133.58","28.74","59812.29554908","  38.145"," 1.056","  -0.256","bn220821296"
"GRB220823145","82.94","2.44","59814.145050759","   1.088"," 0.771","  -0.768","bn220823145"
"GRB220823618","287.96","63.73","59814.618448615","  69.632"," 6.527"," -18.688","bn220823618"
"GRB220825082","87.9","-10.78","59816.081811379","  14.080"," 1.086","  -6.656","bn220825082"
"GRB220826218","316.01","-14.2","59817.217557507","  10.496"," 4.971","  -3.840","bn220826218"
"GRB220826431","354.27","19.76","59817.431478215","   8.192"," 0.572","  -0.256","bn220826431"
"GRB220826497","206.431","-44.044","59817.496793763","  16.640"," 1.056","  -1.280","bn220826497"
"GRB220827896","113.05","-1.1","59818.89586891"," 126.720"," 3.238","  -2.560","bn220827896"
"GRB220829610","46.8","55.35","59820.609592561","  20.480"," 0.572","   0.256","bn220829610"
"GRB220830319","239.77","-64.35","59821.319065938","  61.441"," 0.572","  -1.024","bn220830319"
"GRB220831550","167.3","1.01","59822.549724083","  12.032"," 1.379","  -0.256","bn220831550"
"GRB220831581","24.2554","-41.5819","59822.580936634","   1.728"," 1.421","  -0.448","bn220831581"
"GRB220831664","336.99","-47.55","59822.6642983","   2.816"," 1.379","  -1.280","bn220831664"
"GRB220902438","30.55","40.89","59824.437504329","  15.872"," 3.238","  -1.536","bn220902438"
"GRB220903125","147.05","4.94","59825.125449084","   6.400"," 1.619","  -0.768","bn220903125"
"GRB220903511","177.32","-24.12","59825.511321375","   7.424"," 0.572","   0.000","bn220903511"
"GRB220905433","252.35","11.55","59827.433193399"," 144.640"," 3.093","  -4.864","bn220905433"
"GRB220905478","343.51","-33.46","59827.47828353","  12.544"," 0.724","   0.768","bn220905478"
"GRB220907587","268.87","-20.315","59829.587112048","   8.704"," 2.721","  -1.792","bn220907587"
"GRB220909286","216.045","-8.5551","59831.286271094","  14.592"," 1.639","  -6.912","bn220909286"
"GRB220910242","9.11","-1.1","59832.241916128","   4.224"," 0.143","   4.992","bn220910242"
"GRB220910627","276.7","-53.52","59832.627058804","   1.600"," 1.288","  -0.768","bn220910627"
"GRB220912035","165.26","49.26","59834.034971368","  51.969"," 1.056","   1.568","bn220912035"
"GRB220912963","67.15","30.97","59834.963368825","   2.496"," 0.607","  -1.088","bn220912963"
"GRB220915022","135.68","4.28","59837.02199492","  43.777"," 0.572","   1.088","bn220915022"
"GRB220915218","289","-22.61","59837.217834473","  18.048"," 1.557","  -0.336","bn220915218"
"GRB220915400","227","84.13","59837.399522771","  21.504"," 3.338"," -18.688","bn220915400"
"GRB220917614","357.4","-16.96","59839.614185233","  26.368"," 6.542"," -11.520","bn220917614"
"GRB220921462","66.85","-40","59843.462489251"," 209.988"," 5.184","   3.072","bn220921462"
"GRB220921473","94.33","-80.59","59843.473199533","  44.288"," 2.429","  -7.936","bn220921473"
"GRB220924906","321.48","33.84","59846.90618535"," 127.746"," 5.431","  -5.376","bn220924906"
"GRB220925462","156.7","45.03","59847.462454769","  56.577"," 3.874","  -2.304","bn220925462"
"GRB220927234","96.91","-27.49","59849.233575815","  76.801"," 1.056"," -35.265","bn220927234"
"GRB221004622","356.83","57.71","59856.622359991","   1.536"," 0.815","  -0.960","bn221004622"
"GRB221005757","128.06","-21.27","59857.757003532","   8.960"," 4.579","  -2.048","bn221005757"
"GRB221009553","288.264","19.7731","59861.553472078"," 325.831"," 6.785"," 221.125","bn221009553"
"GRB221013029","246.25","6.71","59865.02940084","  35.069"," 2.360","   0.003","bn221013029"
"GRB221014021","85.91","17.83","59866.020674677","   0.320"," 1.032","  -0.384","bn221014021"
"GRB221016986","38.949","-34.624","59868.985679504","  12.736"," 1.145","  -0.384","bn221016986"
"GRB221018459","271.25","50.15","59870.458651262"," 226.304"," 6.165","  -0.256","bn221018459"
"GRB221020225","172.9","16.05","59872.224916963","  17.408"," 0.923","  -1.280","bn221020225"
"GRB221021388","218.71","-68.58","59873.387797919","  68.353"," 2.721","   1.536","bn221021388"
"GRB221022612","231.58","-53.55","59874.612342934","   0.256"," 0.306","  -0.032","bn221022612"
"GRB221022815","118.342","-5.117","59874.814971668","   6.912"," 4.419","  -2.816","bn221022815"
"GRB221022955","167.43","15.41","59874.955427221","  31.744"," 0.572","   9.216","bn221022955"
"GRB221023862","230.3","15.01","59875.862209759","  39.169"," 0.724","   3.136","bn221023862"
"GRB221024542","169.741","33.0421","59876.542002128","   8.448"," 1.557","  -1.792","bn221024542"
"GRB221025040","133.4","11","59877.040490958","   0.448"," 0.143","  -0.064","bn221025040"
"GRB221027173","185.3","-5.7","59879.173314271","   7.168"," 0.724","   0.256","bn221027173"
"GRB221029045","53.25","44.88","59881.045455016","  27.648"," 0.362","   0.256","bn221029045"
"GRB221103285","126.65","-51.23","59886.284938117"," 140.290"," 1.448","   0.256","bn221103285"
"GRB221107058","146.15","-45.4","59890.057551588"," 231.428"," 2.573","   4.096","bn221107058"
"GRB221108472","346.73","-54.71","59891.471911199","  15.104"," 1.086","  -2.048","bn221108472"
"GRB221110619","207.73","61.43","59893.618722783","  36.352"," 3.125","  -3.328","bn221110619"
"GRB221112263","91.79","-52.59","59895.26255041","  10.752"," 4.471","  -1.024","bn221112263"
"GRB221115018","37.72","-3.09","59898.017694441"," 147.459"," 1.280","  -0.512","bn221115018"
"GRB221118575","276.46","-45.34","59901.575226093","  17.920"," 3.566","  -4.608","bn221118575"
"GRB221119627","144.6","-14.5","59902.62700972","  66.049"," 0.724","   1.536","bn221119627"
"GRB221120895","41.3225","43.197","59903.895461232","   0.640"," 0.264","  -0.064","bn221120895"
"GRB221121274","168.83","71.09","59904.274186849","  40.704"," 1.557","   0.256","bn221121274"
"GRB221126547","143.48","13.08","59909.546874342","   7.424"," 0.572","   0.320","bn221126547"
"GRB221127352","204.42","47.79","59910.35220504","   0.512"," 0.389","  -0.064","bn221127352"
"GRB221201517","266.923","-68.251","59914.517191145","  28.929"," 0.810","   1.024","bn221201517"
"GRB221202904","346.39","-3.14","59915.904074869","  26.113"," 1.379","   2.560","bn221202904"
"GRB221203537","355.06","-68.97","59916.536799238","   3.520"," 0.945","   0.000","bn221203537"
"GRB221203886","287.55","34.09","59916.886372364","   8.448"," 2.996","  -2.560","bn221203886"
"GRB221205022","220.06","54.51","59918.022187281","  49.152"," 2.896"," -12.288","bn221205022"
"GRB221206464","244.15","-42.74","59919.463508003","  15.872"," 1.379","  -1.024","bn221206464"
"GRB221206516","251.155","42.671","59919.515825916","   8.384"," 0.091","   0.448","bn221206516"
"GRB221206586","170.11","56.82","59919.586391346","   0.384"," 0.181","  -0.064","bn221206586"
"GRB221209243","241.68","48.08","59922.243343203","   4.160"," 0.834","   1.024","bn221209243"
"GRB221209877","142.15","-5.22","59922.877404954","  15.616"," 3.566","  -2.560","bn221209877"
"GRB221210108","268.7","-16.06","59923.108083761","  18.176"," 0.572","  -0.256","bn221210108"
"GRB221211274","160.88","52.25","59924.274232788","   4.416"," 1.431","  -0.128","bn221211274"
"GRB221212278","142.89","-19.2","59925.278464121","  28.160"," 3.908","  -4.352","bn221212278"
"GRB221215177","155.056","46.873","59928.176712672","  13.248"," 1.012","  -0.768","bn221215177"
"GRB221215673","23.23","32.05","59928.673311006","  65.793"," 0.724","  -8.192","bn221215673"
"GRB221216473","326.021","-34.405","59929.473127127"," 184.324"," 4.238"," -12.544","bn221216473"
"GRB221221915","63.15","-10.41","59934.915090136","   0.192"," 0.181","  -0.064","bn221221915"
"GRB221221944","81.82","63.4","59934.944103801","   7.424"," 0.769","   0.320","bn221221944"
"GRB221223997","353.65","-11.8","59936.997300454","   0.320"," 0.115","  -0.032","bn221223997"
"GRB221226698","68.22","34.85","59939.697535381"," 128.514"," 1.810","   0.320","bn221226698"
"GRB221226945","22.9089","-41.5265","59939.945375215","   4.864"," 2.828","  -0.256","bn221226945"
"GRB221228204","290.21","13.83","59941.203643467","  86.274"," 1.056","   0.512","bn221228204"
"GRB221231907","336.26","25.138","59944.907003813","   6.144"," 2.429","  -0.512","bn221231907"
"GRB230101095","206.3","-21.94","59945.094895818","  83.202"," 4.672"," -13.056","bn230101095"
"GRB230102015","272.78","-35.14","59946.015427856","   0.176"," 0.036","  -0.032","bn230102015"
"GRB230110649","204.88","32.85","59954.648715744","   6.848"," 1.145","  -1.408","bn230110649"
"GRB230111797","320.188","-30.577","59955.79702429","   7.936"," 1.448","  -4.096","bn230111797"
"GRB230112342","75.12","-5.12","59956.342042796","   0.160"," 0.145","  -0.016","bn230112342"
"GRB230112829","83.65","-9.15","59956.829021302","   2.432"," 0.960","  -1.280","bn230112829"
"GRB230114708","236.31","3.88","59958.707799728","  23.293"," 1.379","   0.003","bn230114708"
"GRB230116205","81.3","-49.71","59960.204563528","   7.933"," 1.055","   0.003","bn230116205"
"GRB230116374","115.533","-43.027","59960.374382802","   0.064"," 0.036","  -0.016","bn230116374"
"GRB230116575","303.6","76","59960.575175009","  39.425"," 1.086","   1.536","bn230116575"
"GRB230117211","13.58","38.19","59961.211160345","  44.800"," 2.560"," -26.368","bn230117211"
"GRB230118996","330.83","20","59962.995950879","   7.168"," 1.056","  -0.512","bn230118996"
"GRB230119558","332.44","-20.06","59963.558059243"," 114.434"," 2.360","  -3.072","bn230119558"
"GRB230124638","67.17","-1.45","59968.638040492","  11.520"," 1.379","  -0.512","bn230124638"
"GRB230128950","197.58","61.73","59972.949873579"," 119.042"," 3.125"," -26.113","bn230128950"
"GRB230129246","129.03","-34.23","59973.245727466","  72.961"," 7.209","  -4.352","bn230129246"
"GRB230129254","111.94","2.35","59973.253716986","   0.384"," 0.143","  -0.064","bn230129254"
"GRB230129542","219.62","16.27","59973.541969761","  47.873"," 2.611","   0.256","bn230129542"
"GRB230130204","204.19","55.75","59974.204038253","   1.792"," 1.864","  -1.280","bn230130204"
"GRB230201060","84.41","32.32","59976.060001663","  13.568"," 3.328","  -5.120","bn230201060"
"GRB230201236","346.45","43.77","59976.2358033","   1.280"," 1.012","  -0.448","bn230201236"
"GRB230201831","27.39","16.51","59976.83111232","  84.738"," 2.996","  -2.048","bn230201831"
"GRB230204130","312.67","-50.73","59979.129518688","   0.032"," 0.705","  -0.032","bn230204130"
"GRB230204906","197.644","-21.7164","59979.905870344"," 216.068"," 0.572","   3.328","bn230204906"
"GRB230207021","234.27","-32.49","59982.021345769","  22.528"," 5.327"," -13.312","bn230207021"
"GRB230209939","86.77","28.83","59984.939315851","  67.329"," 1.557","   0.768","bn230209939"
