url,GRBName,Trig_no,healpix,locprob
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn170927630/quicklook/,bn170927630,528217663,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn170928607/quicklook/,bn170928607,528302092,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn170929513/quicklook/,bn170929513,528380344,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn170929699/quicklook/,bn170929699,528396381,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171002969/quicklook/,bn171002969,528678918,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171004672/quicklook/,bn171004672,528826041,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171004857/quicklook/,bn171004857,528842020,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171007498/quicklook/,bn171007498,529070264,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171008080/quicklook/,bn171008080,529120483,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171009138/quicklook/,bn171009138,529211905,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171010792/quicklook/,bn171010792,529354855,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171011162/quicklook/,bn171011162,529386769,2048,0
http://heasarc.gsfc.nasa.gov/FTP/fermi/data/gbm/triggers/2017/bn171011810/quicklook/,bn171011810,529442792,2048,0
