TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
553879512,18/07/21,15:25:07.93,GBM Ground Position,227.770,+18.540,9.93,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553879512.fits
553879512,18/07/21,15:25:07.93,GBM Flight Position,230.633,+26.133,13.80,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 126.25,19.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553820600,18/07/20,23:03:15.32,GBM Flight Position,192.250,-17.983,34.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.87,5.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553820600,18/07/20,23:03:15.32,GBM Flight Position,186.317,-39.967,34.75,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.87,5.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553818238,18/07/20,22:23:53.15,GBM Final Position,271.100,-25.710,7.67,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(4.0<100sec) coincident with the SWIFT_BAT event (trignum=848932).
553818238,18/07/20,22:23:53.15,GBM Ground Position,271.770,-28.100,4.76,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(4.0<100sec) coincident with the SWIFT_BAT event (trignum=848932). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553818238.fits
553818238,18/07/20,22:23:53.15,GBM Ground Position,273.390,-27.860,6.91,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(4.0<100sec) coincident with the SWIFT_BAT event (trignum=848932). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553818238.fits
553818238,18/07/20,22:23:53.15,GBM Ground Position,269.740,-26.240,9.26,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553818238.fits
553818238,18/07/20,22:23:53.15,GBM Ground Position,277.850,-39.990,10.59,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553818238.fits
553818238,18/07/20,22:23:53.15,GBM Flight Position,275.933,-42.600,17.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 115.15,-17.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553818238,18/07/20,22:23:53.15,GBM Flight Position,263.450,-12.617,18.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 115.15,-17.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553789309,18/07/20,14:21:44.54,LAT Offline Position,0.580,-2.950,6.60,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection. This source corresponds to GBM trigger.
553789304,18/07/20,14:21:39.65,GBM Final Position,5.490,+8.800,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. Bright hard burst in the GBM. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8110).
553789304,18/07/20,14:21:39.65,GBM Flight Position,26.050,+12.400,3.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 213.97,-7.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(5.0<100sec) coincident with the SWIFT_BAT event (trignum=848890)."
553789304,18/07/20,14:21:39.65,GBM Ground Position,4.970,+6.570,1.64,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(5.0<100sec) coincident with the SWIFT_BAT event (trignum=848890). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553789304.fits
553789304,18/07/20,14:21:39.65,GBM Flight Position,25.750,+12.567,3.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 213.97,-7.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(5.0<100sec) coincident with the SWIFT_BAT event (trignum=848890)."
553789304,18/07/20,14:21:39.65,GBM Flight Position,25.483,+12.717,6.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 213.97,-7.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(5.0<100sec) coincident with the SWIFT_BAT event (trignum=848890)."
553755967,18/07/20,05:06:02.06,GBM Final Position,127.040,-0.420,1.17,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8109).
553755967,18/07/20,05:06:02.06,GBM Final Position,127.100,-0.400,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8109).
553755967,18/07/20,05:06:02.06,GBM Ground Position,127.730,-1.030,1.00,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8109). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553755967.fits
553755967,18/07/20,05:06:02.06,GBM Ground Position,127.760,-1.020,1.00,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553755967.fits
553755967,18/07/20,05:06:02.06,GBM Flight Position,129.017,-13.250,3.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 52.52,-24.57 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553755967,18/07/20,05:06:02.06,GBM Flight Position,130.383,-21.133,3.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 52.52,-24.57 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553630709,18/07/18,18:18:24.45,LAT Offline Position,44.680,-31.500,39.00,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection. This source corresponds to GBM trigger GRB180718B.
553630709,18/07/18,18:18:24.46,GBM Final Position,43.270,-30.310,1.91,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
553630709,18/07/18,18:18:24.46,GBM Ground Position,48.220,-35.730,1.67,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553630709.fits
553630709,18/07/18,18:18:24.46,GBM Ground Position,48.180,-35.650,1.84,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553630709.fits
553630709,18/07/18,18:18:24.46,GBM Ground Position,48.220,-35.740,2.63,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553630709.fits
553630709,18/07/18,18:18:24.46,GBM Flight Position,49.317,-37.533,7.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 244.15,-25.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553630709,18/07/18,18:18:24.46,GBM Flight Position,60.733,-49.933,11.87,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 244.15,-25.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553582145,18/07/18,04:49:00.20,GBM Final Position,11.380,-46.120,3.76,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(4.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8108).
553582145,18/07/18,04:49:00.20,GBM Flight Position,14.950,-43.033,10.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.88,25.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553571869,18/07/18,01:57:44.60,GBM Final Position,335.500,+3.590,53.57,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
553571869,18/07/18,01:57:44.60,GBM Ground Position,335.430,+11.770,15.08,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553571869.fits
553571869,18/07/18,01:57:44.60,GBM Flight Position,329.967,+14.067,27.78,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 23.68,9.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553370830,18/07/15,18:07:05.06,GBM Final Position,231.810,-4.380,4.83,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8107).
553370830,18/07/15,18:07:05.06,GBM Ground Position,234.330,+0.390,5.14,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=848048). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553370830.fits
553370830,18/07/15,18:07:05.06,GBM Flight Position,226.217,+10.550,10.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 70.78,24.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=848048)."
553369644,18/07/15,17:47:19.09,GBM Final Position,210.650,+82.060,5.12,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8106).
553369644,18/07/15,17:47:19.09,GBM Ground Position,213.360,+79.250,3.80,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553369644.fits
553369644,18/07/15,17:47:19.09,GBM Flight Position,204.167,+63.217,8.10,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 2.87,-0.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553313119,18/07/15,02:05:14.48,GBM Final Position,336.870,+22.580,12.91,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
553313119,18/07/15,02:05:14.48,GBM Ground Position,334.530,+40.470,13.90,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553313119.fits
553313119,18/07/15,02:05:14.48,GBM Flight Position,328.050,+47.033,20.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 274.13,13.15 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
553102687,18/07/12,15:38:02.46,GBM Final Position,302.580,-20.330,13.92,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
553077347,18/07/12,08:35:42.43,GBM Final Position,128.450,-12.810,10.34,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
553077347,18/07/12,08:35:42.43,GBM Ground Position,122.390,-8.100,12.65,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_553077347.fits
553077347,18/07/12,08:35:42.43,GBM Flight Position,120.783,-8.533,23.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 84.78,-25.35 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552878923,18/07/10,01:28:38.71,GBM Final Position,200.660,-32.240,6.73,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
552878923,18/07/10,01:28:38.71,GBM Ground Position,206.960,-21.540,8.52,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552878923.fits
552878923,18/07/10,01:28:38.71,GBM Flight Position,205.283,-12.300,21.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 289.15,-1.93 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552827596,18/07/09,11:13:11.93,GBM Flight Position,230.367,+66.817,34.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 148.93,-1.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552799335,18/07/09,03:22:10.07,GBM Flight Position,28.117,-39.567,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 284.43,5.83 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
552795728,18/07/09,02:22:03.47,GBM Final Position,329.190,-26.660,3.70,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8099).
552795728,18/07/09,02:22:03.47,GBM Ground Position,329.190,-26.660,1.69,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552795728.fits
552795728,18/07/09,02:22:03.47,GBM Flight Position,332.983,-28.800,6.40,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 76.48,13.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552795728,18/07/09,02:22:03.47,GBM Flight Position,321.783,-31.950,11.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 76.48,13.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552558314,18/07/06,08:25:09.03,GBM Flight Position,189.017,+56.383,10.80,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 145.75,-24.40 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(29.0<100sec) coincident with the SWIFT_BAT event (trignum=846395)."
552523714,18/07/05,22:48:29.46,GBM Flight Position,176.317,-31.650,7.15,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.57,-25.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552523714,18/07/05,22:48:29.46,GBM Flight Position,175.683,-32.067,7.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.57,-25.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552523714,18/07/05,22:48:29.46,GBM Flight Position,174.900,-32.583,11.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.57,-25.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552523714,18/07/05,22:48:29.46,GBM Flight Position,243.867,-26.233,35.35,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.57,-25.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552523714,18/07/05,22:48:29.46,GBM Flight Position,188.450,-18.633,32.78,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.57,-25.25 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552517584,18/07/05,21:06:19.53,GBM Flight Position,139.200,-47.383,6.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.02,-20.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552517584,18/07/05,21:06:19.53,GBM Flight Position,137.967,-47.683,8.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.02,-20.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552517584,18/07/05,21:06:19.53,GBM Flight Position,136.733,-47.967,12.02,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.02,-20.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552517584,18/07/05,21:06:19.53,GBM Ground Position,339.430,+47.500,7.37,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552517584.fits
552517584,18/07/05,21:06:19.53,GBM Flight Position,220.783,-2.700,30.32,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.02,-20.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552490104,18/07/05,13:28:19.11,GBM Ground Position,265.400,-32.850,12.53,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552490104.fits
552490104,18/07/05,13:28:19.11,GBM Flight Position,258.383,-33.000,24.48,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 93.32,-21.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552488966,18/07/05,13:09:21.28,GBM Ground Position,262.780,-46.930,8.28,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552488966.fits
552488966,18/07/05,13:09:21.28,GBM Flight Position,257.233,-47.017,11.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.95,-19.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552462770,18/07/05,05:52:45.68,GBM Flight Position,117.450,+52.567,26.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 280.83,7.47 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552350816,18/07/03,22:46:51.31,LAT Offline Position,96.920,-29.880,24.00,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection GRB 180703B. This source corresponds to GBM trigger.
552344505,18/07/03,21:01:40.50,LAT Offline Position,6.541,-67.090,18.23,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection of GRB180703A. This source corresponds to GBM trigger.
552350816,18/07/03,22:46:51.32,GBM Final Position,94.250,-27.760,1.00,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8092).
552350816,18/07/03,22:46:51.32,GBM Ground Position,94.270,-27.760,1.00,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8092). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552350816.fits
552350816,18/07/03,22:46:51.32,GBM Ground Position,90.980,-31.710,1.00,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1214693124). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552350816.fits
552350816,18/07/03,22:46:51.32,GBM Flight Position,90.767,-36.117,3.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 177.58,10.90 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1214693124)."
552344505,18/07/03,21:01:40.50,GBM Final Position,349.950,-65.580,1.62,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. Bright hard burst in the GBM. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8091).
552344505,18/07/03,21:01:40.50,GBM Ground Position,355.360,-63.740,1.58,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8091). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552344505.fits
552344505,18/07/03,21:01:40.50,GBM Ground Position,355.190,-63.680,2.71,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=8091). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552344505.fits
552344505,18/07/03,21:01:40.50,GBM Ground Position,12.470,-57.820,2.94,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552344505.fits
552344505,18/07/03,21:01:40.50,GBM Flight Position,30.483,-61.250,4.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 166.37,22.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552344505,18/07/03,21:01:40.50,GBM Flight Position,12.967,-69.600,19.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 166.37,22.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552136509,18/07/01,11:15:04.51,GBM Final Position,200.470,-16.370,2.08,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
552136509,18/07/01,11:15:04.51,GBM Flight Position,198.500,-22.917,9.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 168.22,-18.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552136509,18/07/01,11:15:04.51,GBM Ground Position,210.380,-4.280,15.72,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_552136509.fits
552136509,18/07/01,11:15:04.51,GBM Flight Position,195.483,-13.033,10.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 168.22,-18.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
552136509,18/07/01,11:15:04.51,GBM Flight Position,216.900,-42.383,24.68,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 168.22,-18.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
