GRBName,Trig_no,healpix,locmap
bn180314616,542731595,2048,2048
bn180330891,544137800,0,0
bn180401280,544257768,0,0
bn180401513,544277924,2048,2048
bn180401520,544278566,2048,2048
bn180401846,544306661,0,0
bn180402397,544354321,2048,2048
bn180402406,544355104,0,0
bn180402464,544360072,2048,2048
bn180402481,544361536,0,0
bn180402734,544383418,2048,2048
bn180403389,544440014,2048,2048
bn180403455,544445734,2048,2048
bn180403521,544451446,0,0
bn180403565,544455179,0,0
bn180404091,544500703,0,0
bn180404447,544531428,31744,2048
bn180404579,544542853,2048,2048
bn180404848,544566036,0,0
bn180405169,544593778,0,0
bn180405504,544622777,2048,2048
bn180405571,544628550,2048,2048
bn180406232,544685682,31744,2048
bn180406562,544714139,2048,2048
bn180406629,544719965,0,0
bn180406761,544731393,2048,2048
bn180406827,544737100,2048,2048
bn180406960,544748525,2048,2048
bn180407224,544771377,2048,2048
bn180407290,544777091,2048,2048
bn180407357,544782811,0,0
bn180407555,544799945,31744,2048
bn180407687,544811372,2048,2048
bn180407745,544816350,2048,2048
bn180407952,544834225,2048,2048
bn180409274,544948480,31744,2048
bn180409346,544954703,0,0
bn180409472,544965623,0,0
bn180409635,544979663,2048,2048
bn180410032,545013927,0,2048
bn180410336,545040212,0,0
bn180410526,545056659,2048,2048
bn180411390,545131286,0,0
bn180411519,545142465,0,0
bn180411546,545144818,0,0
bn180411588,545148429,0,0
bn180412425,545220731,0,0
bn180412448,545222685,2048,2048
bn180412565,545232826,2048,2048
bn180412911,545262677,2048,2048
bn180413043,545274098,0,0
bn180413118,545280588,0,0
bn180413241,545291239,31744,2048
bn180413498,545313410,2048,2048
bn180413968,545354072,0,0
bn180414354,545387384,2048,2048
bn180414421,545393172,2048,2048
bn180414431,545394055,0,2048
bn180414497,545399765,2048,2048
bn180415179,545458681,2048,2048
bn180415952,545525428,2048,2048
bn180416282,545553990,31744,2048
bn180416340,545558971,0,0
bn180416348,545559701,2048,2048
bn180416924,545609416,31744,0
bn180416943,545611107,2048,2048
bn180417076,545622531,2048,2048
bn180417098,545624438,2048,2048
bn180417162,545629981,2048,2048
bn180417406,545651097,2048,2048
bn180417689,545675570,0,0
bn180418281,545726651,0,1024
bn180418412,545737984,2048,2048
bn180419456,545828165,2048,2048
bn180419951,545870941,2048,2048
bn180420031,545877914,0,0
bn180420107,545884439,0,0
bn180420612,545928059,2048,2048
bn180421202,545979055,0,0
bn180422100,546056643,2048,2048
bn180423033,546137228,0,2048
bn180423266,546157425,0,0
bn180423345,546164170,2048,2048
bn180425518,546351962,2048,2048
bn180426005,546394007,0,0
bn180426549,546441065,0,0
bn180427080,546486885,2048,1024
bn180427442,546518228,0,0
bn180428102,546575240,0,2048
bn180504136,547096558,0,0
bn180505540,547217834,0,0
bn180506077,547264230,0,31744
bn180506192,547274181,2048,2048
bn180506261,547280193,2048,2048
bn180506450,547296465,2048,2048
bn180506902,547335543,0,0
bn180508642,547485835,2048,2048
bn180509237,547537265,2048,2048
bn180510906,547681519,2048,2048
bn180511364,547721020,0,0
bn180511437,547727397,0,0
bn180511606,547741943,0,0
bn180513556,547910461,2048,2048
bn180513740,547926350,2048,2048
bn180513815,547932847,0,0
bn180514547,547996077,2048,2048
bn180515539,548081754,2048,2048
bn180515814,548105549,0,0
bn180516229,548141392,0,0
bn180517309,548234666,31744,0
bn180517520,548252944,2048,2048
bn180519511,548424960,2048,2048
bn180521935,548634422,0,0
bn180522607,548692483,0,0
bn180522659,548696912,2048,2048
bn180522678,548698602,0,0
bn180523610,548779133,2048,2048
bn180523662,548783565,2048,2048
bn180523782,548793993,0,0
bn180524112,548822506,2048,2048
bn180524192,548829437,0,0
bn180524416,548848711,0,0
bn180524920,548892307,0,0
bn180525151,548912284,0,2048
bn180526910,549064237,2048,2048
bn180528034,549161321,2048,2048
bn180528371,549190427,0,0
bn180528465,549198594,0,0
bn180530413,549366847,2048,2048
bn180530478,549372530,2048,2048
bn180531403,549452421,2048,2048
bn180601345,549533811,2048,31744
bn180602938,549671470,0,0
bn180604900,549840956,2048,2048
bn180605458,549889170,0,0
bn180606730,549999103,0,0
bn180607061,550027650,2048,2048
bn180607151,550035480,2048,2048
bn180609575,550244917,2048,2048
bn180610377,550314198,0,0
bn180610568,550330712,0,31744
bn180610791,550349933,0,0
bn180611145,550380546,0,0
bn180612785,550522212,0,0
bn180613009,550541541,2048,2048
bn180614327,550655469,0,31744
bn180614443,550665456,2048,2048
bn180614673,550685355,2048,2048
bn180615462,550753561,0,0
bn180617045,550890285,2048,2048
bn180617872,550961728,0,0
bn180618245,550993969,2048,2048
bn180618314,550999916,2048,2048
bn180618385,551006095,2048,2048
bn180618604,551024959,2048,2048
bn180618724,551035331,0,0
bn180619279,551083317,2048,2048
bn180620354,551176168,0,0
bn180620660,551202641,2048,2048
bn180621046,551235978,2048,2048
bn180622273,551341967,0,0
bn180622578,551368367,0,0
bn180622923,551398157,2048,2048
bn180623849,551478155,0,0
bn180625941,551658886,0,0
bn180626392,551697835,0,2048
bn180626653,551720434,2048,2048
bn180627844,551823349,2048,2048
bn180629435,551960788,2048,2048
bn180630335,552038584,31744,0
bn180630467,552049919,0,31744
bn180701469,552136509,0,0
bn180703876,552344505,0,0
bn180703949,552350816,0,0
bn180705245,552462770,2048,2048
bn180705548,552488966,2048,2048
bn180705561,552490104,0,0
bn180705879,552517584,2048,2048
bn180705950,552523714,2048,2048
bn180706351,552558314,2048,2048
bn180709099,552795728,0,0
bn180709140,552799335,2048,2048
bn180709467,552827596,2048,2048
bn180710062,552878923,0,1024
bn180712358,553077347,0,2048
bn180712651,553102687,0,0
bn180715087,553313119,0,0
bn180715741,553369644,0,0
bn180715755,553370830,0,0
bn180718082,553571869,0,0
bn180718201,553582145,0,0
bn180718763,553630709,0,0
bn180720213,553755967,0,0
bn180720598,553789304,0,0
None,553789309,None,None
bn180720933,553818238,0,0
bn180720961,553820600,2048,2048
bn180721642,553879512,31744,0
bn180722120,553920806,0,0
bn180722418,553946504,0,0
bn180722993,553996158,31744,0
bn180723133,554008254,0,0
bn180723757,554062193,0,0
bn180724548,554130529,2048,2048
bn180724807,554152956,0,0
bn180724984,554168183,0,0
bn180727055,554347129,2048,2048
bn180727594,554393733,0,0
bn180728575,554478507,0,0
bn180728728,554491747,0,0
bn180728882,554505003,0,0
bn180730018,554603145,31744,0
bn180731493,554730582,0,2048
bn180731891,554765006,0,0
bn180801276,554798228,0,0
bn180801492,554816927,0,0
bn180801818,554845063,2048,2048
bn180803034,554950184,2048,2048
bn180803590,554998194,0,31744
bn180804554,555081466,0,0
bn180804765,555099744,0,31744
bn180804909,555112147,0,2048
bn180804931,555114043,0,0
bn180805543,555166961,0,0
bn180806665,555263883,0,0
bn180806944,555287944,0,0
bn180807097,555301199,0,0
bn180808673,555437345,2048,2048
bn180809485,555507497,0,0
bn180810278,555576051,0,0
bn180812349,555754955,0,31744
bn180814505,555941219,0,0
bn180814995,555983575,2048,2048
bn180815065,555989654,2048,2048
bn180816088,556078043,0,0
bn180816930,556150797,0,0
bn180817509,556200763,2048,2048
bn180818179,556258682,0,0
bn180818499,556286331,2048,2048
bn180818520,556288142,31744,0
bn180820343,556445621,2048,2048
bn180821653,556558844,0,0
bn180822423,556625312,31744,0
bn180822562,556637319,0,0
bn180823442,556713403,0,0
bn180824588,556812378,2048,2048
bn180826055,556939160,0,0
bn180826291,556959551,2048,2048
bn180826327,556962692,2048,2048
bn180826356,556965205,2048,2048
bn180826390,556968111,2048,2048
bn180826499,556977555,2048,2048
bn180826715,556996175,2048,2048
bn180826785,557002255,2048,2048
bn180826856,557008382,2048,2048
bn180826925,557014342,2048,2048
bn180827314,557047965,2048,2048
bn180827778,557087990,2048,2048
bn180827847,557093994,2048,2048
bn180828790,557175451,0,0
bn180901319,557480385,2048,2048
bn180901448,557491513,2048,2048
bn180901684,557511945,1024,2048
bn180904258,557734254,2048,2048
bn180904763,557777967,2048,2048
bn180904991,557797640,2048,2048
bn180905400,557832974,0,0
bn180905629,557852757,2048,2048
bn180906597,557936396,0,0
bn180906759,557950350,0,0
bn180906868,557959843,2048,2048
bn180906988,557970159,0,0
bn180907367,558002931,2048,2048
bn180907966,558054686,2048,2048
bn180908201,558074936,2048,2048
bn180908247,558078930,2048,2048
bn180908364,558089057,2048,2048
bn180909192,558160616,2048,2048
bn180910032,558233177,0,0
bn180910156,558243861,0,0
bn180910352,558260857,0,0
bn180911647,558372670,2048,2048
bn180912274,558426858,0,0
bn180913489,558531844,31744,2048
bn180913783,558557292,0,2048
bn180914410,558611430,2048,2048
bn180914522,558621112,31744,0
None,558642187,None,None
bn180917477,558876406,2048,2048
bn180917760,558900867,2048,2048
bn180917972,558919228,2048,2048
bn180921655,559237426,2048,2048
bn180921916,559259951,2048,2048
bn180922270,559290538,2048,2048
bn180922449,559305975,2048,2048
bn180922461,559307037,0,0
bn180922623,559321063,2048,2048
bn180922713,559328782,2048,2048
bn180922734,559330616,0,0
bn180923900,559431397,2048,2048
bn180923931,559434035,0,0
bn180925407,559561595,0,0
bn180927993,559784965,31744,0
bn180929453,559911158,0,0
bn180929781,559939484,2048,2048
bn181001545,560091909,2048,2048
bn181001729,560107807,2048,2048
bn181002617,560184472,0,0
bn181004148,560316815,2048,2048
bn181004702,560364639,2048,2048
bn181007385,560596468,0,0
bn181007471,560603941,2048,2048
bn181007737,560626893,0,0
bn181008269,560672873,0,0
bn181008482,560691250,2048,2048
bn181008877,560725347,0,0
bn181009128,560747038,2048,2048
bn181010247,560843764,0,0
bn181010392,560856280,2048,2048
bn181010894,560899608,2048,2048
bn181013796,561150394,2048,2048
bn181014479,561209419,0,0
bn181016718,561402810,2048,2048
bn181017911,561505895,2048,2048
bn181018397,561547913,2048,2048
bn181020424,561723063,0,0
bn181020792,561754838,0,0
bn181022846,561932315,0,0
bn181026231,562224787,2048,2048
bn181026540,562251425,31744,0
bn181027076,562297792,31744,0
bn181027132,562302569,2048,2048
bn181027980,562375834,2048,2048
bn181028174,562392632,2048,2048
bn181028590,562428587,0,0
bn181029892,562541091,0,0
bn181102983,562894560,2048,2048
bn181103046,562900010,0,0
bn181103992,562981754,2048,2048
bn181104784,563050153,0,0
bn181105315,563096000,2048,2048
bn181105385,563102068,2048,2048
bn181105454,563108035,2048,2048
bn181105761,563134517,2048,2048
bn181105904,563146896,2048,2048
bn181110809,563570679,2048,2048
bn181111654,563643739,0,0
bn181116484,564061012,0,31744
bn181117663,564162923,0,0
bn181119606,564330742,0,0
bn181119649,564334514,0,0
bn181120086,564372260,2048,2048
bn181120265,564387684,0,0
bn181120719,564426936,2048,2048
bn181121307,564477694,0,0
bn181121401,564485824,0,0
bn181122381,564570548,0,0
bn181125092,564804725,0,0
bn181125371,564828886,2048,2048
bn181126162,564897175,0,0
bn181126729,564946193,31744,0
bn181127274,564993306,0,0
bn181128129,565067130,0,2048
bn181128751,565120919,0,0
bn181130423,565265326,2048,2048
bn181201277,565339157,2048,2048
bn181203880,565563997,0,0
bn181206829,565818802,2048,2048
bn181206970,565830993,0,2048
bn181207725,565896257,2048,2048
bn181208188,565936249,0,0
bn181208578,565969951,2048,2048
bn181209226,566025910,2048,2048
bn181210176,566108014,2048,2048
bn181210248,566114254,2048,2048
bn181211168,566193706,2048,2048
bn181212020,566267316,2048,2048
bn181212693,566325471,0,31744
bn181213038,566355292,2048,2048
bn181215061,566530113,2048,2048
bn181215110,566534323,0,0
bn181216551,566658796,0,0
bn181217665,566755024,31744,0
bn181218815,566854425,2048,2048
bn181220021,566958640,2048,2048
bn181221565,567092064,0,0
bn181222279,567153699,0,2048
bn181222841,567202302,0,0
bn181224987,567387712,0,2048
bn181225489,567431055,2048,2048
None,567431057,None,None
bn181225786,567456753,31744,0
bn181226600,567527030,0,0
bn181226676,567533591,2048,2048
bn181227262,567584225,0,0
bn181227571,567610956,0,0
bn181227900,567639359,2048,2048
bn181228120,567658399,31744,0
bn181229647,567790306,2048,2048
bn181230547,567868083,0,0
bn181231144,567919668,0,0
bn181231359,567938208,0,0
bn181231954,567989671,0,0
bn190101554,568041442,2048,2048
bn190102258,568102296,0,0
bn190102521,568125036,2048,2048
bn190105022,568341143,2048,2048
bn190105070,568345276,2048,2048
bn190106866,568500435,0,0
bn190107050,568516365,0,0
bn190107320,568539631,2048,2048
bn190109217,568703574,0,0
bn190109497,568727775,2048,2048
bn190110726,568833894,0,1024
bn190114515,569161292,2048,2048
bn190114873,569192227,0,0
bn190117369,569407848,0,0
bn190118937,569543394,0,0
bn190119249,569570348,0,0
bn190122229,569827749,2048,2048
bn190122305,569834352,0,0
bn190124119,569991089,2048,2048
bn190129515,570457306,0,0
bn190129539,570459347,0,0
bn190130733,570562505,2048,2048
bn190130997,570585342,2048,2048
bn190131109,570594998,0,0
bn190131856,570659556,0,0
bn190131964,570668920,0,0
bn190131988,570670976,2048,2048
bn190201252,570693813,2048,2048
bn190201517,570716645,2048,2048
bn190201583,570722356,2048,2048
bn190202069,570764371,0,0
bn190202234,570778620,0,0
bn190202634,570813197,0,2048
bn190202772,570825115,0,31744
bn190202838,570830825,2048,2048
bn190203975,570929056,2048,2048
bn190204627,570985375,0,0
bn190205938,571098680,0,0
bn190208940,571357984,2048,2048
bn190209144,571375608,2048,2048
bn190212482,571664016,0,0
bn190214031,571797852,2048,2048
bn190214738,571858965,2048,2048
bn190215772,571948287,0,0
bn190216584,572018478,2048,2048
bn190217091,572062286,2048,2048
bn190217188,572070691,0,0
bn190218330,572169278,0,0
bn190218563,572189456,2048,2048
bn190220844,572386536,0,0
bn190221682,572458937,2048,2048
bn190221692,572459837,2048,2048
bn190222312,572513380,0,0
bn190222457,572525912,2048,31744
bn190222537,572532812,0,31744
bn190225451,572784590,2048,2048
bn190226515,572876510,0,0
bn190228877,573080612,2048,2048
bn190228973,573088881,0,0
bn190301418,573127280,2048,2048
bn190303240,573284727,0,0
bn190304208,573368395,2048,2048
bn190304371,573382480,0,0
bn190304818,573421048,0,0
bn190306943,573604668,0,0
bn190306960,573606165,2048,2048
bn190307151,573622641,0,0
bn190308923,573775791,0,31744
bn190310398,573903157,0,0
bn190311600,574007022,2048,2048
bn190311817,574025778,2048,2048
bn190312446,574080135,0,0
bn190313150,574140965,2048,2048
bn190315512,574345067,0,0
bn190315717,574362753,2048,2048
bn190317700,574534087,2048,2048
bn190319353,574676902,0,31744
bn190319375,574678842,0,0
bn190319608,574698921,2048,2048
bn190320018,574734390,2048,2048
bn190320052,574737261,0,0
bn190321363,574850558,0,0
bn190321613,574872128,2048,2048
bn190323179,575007439,31744,0
bn190323303,575018216,0,0
bn190323548,575039349,2048,2048
bn190323879,575067924,0,0
bn190324348,575108474,0,0
bn190324947,575160247,0,2048
bn190325999,575251142,0,0
bn190326314,575278303,0,0
bn190326747,575315759,2048,2048
bn190326975,575335486,0,0
bn190327111,575347155,0,0
bn190330372,575628941,1024,2048
bn190330694,575656777,0,0
bn190331093,575691282,0,0
bn190401139,575781625,0,0
bn190401410,575805070,2048,2048
bn190402512,575900215,2048,2048
bn190404293,576054086,0,0
bn190406450,576240445,0,0
bn190406465,576241792,0,0
bn190406745,576265958,0,0
bn190407575,576337721,31744,0
bn190407672,576346051,0,0
bn190407788,576356086,0,0
bn190408536,576420743,0,0
bn190409901,576538690,0,2048
bn190411407,576668753,0,0
bn190411579,576683643,0,0
bn190415173,576994194,0,0
bn190417464,577192103,2048,2048
bn190418919,577317848,2048,2048
bn190419414,577360542,0,0
bn190420981,577495949,0,0
bn190422284,577608502,0,0
bn190422670,577641909,0,0
bn190422957,577666709,0,0
bn190425089,577850868,0,0
bn190427190,578032460,2048,2048
bn190428783,578170097,0,0
bn190429743,578252995,31744,0
bn190501794,578430227,0,2048
bn190502168,578462495,0,0
bn190504415,578656659,0,0
bn190504678,578679393,0,0
bn190505051,578711654,0,0
bn190505818,578777878,2048,2048
bn190506213,578812023,2048,2048
bn190506577,578843488,2048,2048
bn190506742,578857695,2048,2048
bn190507270,578903308,0,0
bn190507712,578941521,0,0
bn190507970,578963794,0,0
bn190508107,578975670,2048,2048
bn190508808,579036175,0,0
bn190508987,579051689,0,0
bn190509239,579073440,2048,2048
bn190509787,579120799,2048,2048
bn190510120,579149538,0,0
bn190510430,579176361,0,0
bn190511253,579247427,2048,2048
bn190511302,579251669,1024,0
bn190512611,579364804,0,0
bn190512623,579365797,2048,2048
bn190513824,579469633,2048,2048
bn190514672,579542848,2048,2048
bn190514901,579562687,2048,2048
bn190515190,579587588,0,0
bn190515435,579608777,2048,2048
bn190515487,579613314,2048,2048
bn190515824,579642423,2048,2048
bn190517095,579752231,2048,2048
bn190517813,579814215,0,0
bn190519309,579943502,0,0
bn190520598,580054913,2048,2048
bn190525032,580437952,0,2048
bn190525500,580478439,2048,2048
bn190525670,580493060,2048,2048
bn190530430,580904353,0,0
bn190531312,580980556,0,2048
bn190531540,581000302,2048,2048
bn190531568,581002688,2048,2048
bn190531840,581026217,0,31744
bn190601325,581068049,0,0
bn190603795,581281470,0,0
bn190604446,581337762,0,0
bn190604577,581349095,2048,2048
bn190605974,581469752,0,0
bn190606080,581478912,0,0
bn190607071,581564569,0,0
bn190608009,581645543,0,0
bn190608859,581719018,2048,2048
bn190609315,581758450,0,0
bn190610277,581841498,2048,2048
bn190610750,581882394,31744,2048
bn190610834,581889628,0,0
bn190611194,581920765,2048,2048
bn190611950,581986074,0,0
bn190612165,582004649,0,0
bn190612260,582012834,2048,2048
bn190613172,582091643,0,0
bn190613449,582115625,0,0
bn190613961,582159815,2048,2048
bn190615636,582304592,0,0
bn190619018,582596766,0,0
bn190619235,582615488,2048,2048
bn190619595,582646590,0,0
bn190620507,582725415,0,0
bn190620579,582731612,0,0
bn190620772,582748289,2048,2048
bn190620907,582759998,2048,2048
bn190622029,582856902,2048,2048
bn190622368,582886211,0,0
bn190623461,582980612,0,0
bn190624976,583111521,2048,2048
bn190626254,583221986,0,0
bn190626526,583245413,0,2048
bn190627481,583327924,0,0
bn190628521,583417860,0,0
bn190630257,583567803,0,2048
bn190703571,583854113,2048,2048
bn190705344,584007338,2048,2048
bn190707285,584175010,31744,0
bn190707308,584176986,0,0
bn190708316,584264100,2048,2048
bn190708365,584268316,0,0
bn190709943,584404689,2048,2048
bn190710013,584410765,2048,2048
bn190710651,584465880,2048,2048
bn190712018,584583925,0,0
bn190712095,584590606,0,0
bn190712514,584626838,2048,2048
bn190712633,584637077,2048,2048
bn190713480,584710308,2048,2048
bn190714573,584804684,0,0
bn190716019,584929684,2048,2048
bn190716569,584977168,2048,2048
bn190716917,585007213,0,0
bn190719113,585196946,0,0
bn190719499,585230276,0,0
bn190719624,585241119,0,0
bn190720613,585326534,0,0
bn190720964,585356923,0,0
bn190723309,585559462,0,0
bn190724031,585621841,31744,0
bn190726642,585847498,0,0
bn190726746,585856427,2048,2048
bn190726843,585864875,0,31744
bn190727668,585936117,0,0
bn190727846,585951481,0,0
bn190728271,585988241,0,0
bn190729668,586108936,2048,2048
bn190731188,586240252,2048,2048
bn190731943,586305505,0,0
bn190804058,586574612,0,0
bn190804362,586600841,2048,2048
bn190804792,586638042,0,0
bn190805106,586665155,0,0
bn190805199,586673165,0,0
bn190805237,586676451,2048,2048
bn190806065,586748038,2048,2048
bn190806535,586788607,0,0
bn190806675,586800758,0,0
bn190807786,586896678,2048,2048
bn190808498,586958192,0,0
bn190808752,586980202,0,0
bn190809956,587084236,2048,2048
bn190810675,587146326,0,0
bn190810945,587169678,2048,2048
bn190813520,587392154,0,0
bn190814837,587505927,0,0
bn190817953,587775150,0,0
bn190821716,588100239,2048,2048
bn190821888,588115134,2048,2048
bn190822705,588185734,0,0
bn190824616,588350802,0,0
bn190825171,588398821,0,0
bn190826301,588496411,2048,2048
bn190827467,588597173,0,2048
bn190828542,588690004,0,0
bn190828614,588696271,0,0
bn190829830,588801358,0,0
bn190830023,588817973,0,0
bn190830264,588838851,0,0
bn190831332,588931056,0,0
bn190831693,588962322,0,0
bn190901828,589060361,2048,2048
bn190901890,589065714,0,0
bn190903722,589223981,0,2048
bn190904174,589263065,0,0
bn190905985,589419513,0,0
bn190906767,589487114,0,0
bn190907631,589561732,2048,2048
bn190910028,589768782,0,0
bn190913155,590038994,0,0
bn190913935,590106400,2048,2048
bn190914345,590141799,0,0
bn190915240,590219102,0,0
bn190916590,590335819,0,0
bn190919764,590610007,0,0
bn190919899,590621700,2048,2048
bn190921699,590777160,0,0
bn190923110,590899086,2048,2048
bn190923617,590942887,0,0
bn190927642,591290703,2048,2048
bn190927996,591321287,2048,2048
bn190928808,591391412,2048,2048
bn190930400,591528971,0,0
bn190930439,591532362,2048,2048
bn191001279,591604915,0,0
bn191004376,591872458,2048,2048
bn191005213,591944838,2048,2048
bn191006575,592062479,2048,2048
bn191008297,592211224,0,0
bn191009298,592297741,0,0
bn191011192,592461363,0,2048
bn191012787,592599239,2048,2048
bn191014276,592727817,2048,2048
bn191015327,592818648,0,0
bn191017391,592997024,0,0
bn191017957,593045905,0,0
bn191019200,593153272,2048,2048
bn191019469,593176520,0,0
bn191019970,593219838,0,0
bn191020864,593297019,2048,2048
bn191021129,593319956,2048,2048
bn191022285,593419810,0,0
bn191022341,593424671,1024,0
bn191023414,593517373,2048,2048
bn191023630,593536021,0,0
bn191025075,593660860,2048,2048
bn191025926,593734427,2048,2048
bn191026350,593771029,0,0
bn191027638,593882352,0,0
bn191028174,593928606,0,0
bn191028212,593931926,2048,2048
bn191028589,593964489,0,0
bn191028919,593993003,2048,2048
bn191029569,594049161,2048,2048
bn191031025,594175000,0,31744
bn191031635,594227699,0,0
bn191031780,594240201,0,0
bn191031891,594249816,31744,0
bn191101895,594336535,0,0
bn191104056,594523229,2048,2048
bn191104120,594528816,0,2048
bn191104387,594551878,0,0
bn191104448,594557071,0,0
bn191104527,594563923,2048,2048
bn191104651,594574612,2048,2048
bn191104854,594592184,0,2048
bn191104992,594604086,2048,2048
bn191105258,594627073,0,0
bn191105304,594631042,2048,2048
bn191108003,594864282,0,0
bn191108079,594870842,2048,2048
bn191108754,594929125,2048,2048
bn191110587,595087539,1024,0
bn191111347,595153154,0,31744
bn191111364,595154674,0,0
bn191111547,595170435,0,0
bn191112369,595241483,0,0
bn191113578,595345969,0,0
bn191113904,595374153,2048,2048
bn191114827,595453847,2048,2048
bn191115867,595543726,2048,2048
bn191117006,595642113,0,0
bn191117637,595696663,0,0
bn191118833,595799943,2048,2048
bn191118925,595807926,0,0
bn191119261,595836972,2048,2048
bn191122561,596122101,2048,31744
bn191123989,596245432,2048,2048
bn191125206,596350608,0,0
bn191125634,596387570,0,0
bn191126458,596458752,2048,2048
bn191129141,596690552,0,0
bn191130253,596786686,0,0
bn191130507,596808579,2048,2048
bn191202867,597012536,0,0
bn191202988,597022964,2048,2048
bn191203290,597049044,0,0
bn191205741,597260785,0,2048
bn191207909,597448125,2048,2048
bn191210341,597658229,2048,2048
bn191211139,597727190,2048,2048
bn191211253,597737032,2048,2048
bn191212245,597822743,2048,2048
bn191213254,597909938,0,0
bn191213784,597955752,0,0
bn191214677,598032876,2048,2048
bn191220589,598543714,0,0
bn191221802,598648473,0,0
bn191222795,598734316,2048,2048
bn191225309,598951521,0,0
bn191225735,598988276,0,0
bn191226233,599031294,2048,2048
bn191227069,599103569,0,0
bn191227723,599160109,0,0
bn191228474,599224952,2048,2048
bn191228832,599255933,2048,2048
bn200101861,599603971,0,0
bn200103678,599761015,0,0
bn200103689,599761948,0,0
bn200105914,599954133,0,0
bn200107810,600117987,0,0
bn200108507,600178206,2048,2048
bn200109074,600227156,0,0
bn200110518,600351973,0,0
bn200111633,600448273,0,0
bn200112395,600514112,0,31744
bn200112525,600525396,0,0
bn200114153,600666048,0,0
bn200114189,600669140,2048,2048
bn200116385,600858885,2048,2048
bn200116786,600893510,2048,2048
bn200117374,600944330,2048,2048
bn200117517,600956651,0,0
bn200117640,600967299,2048,2048
bn200119692,601144632,0,0
bn200120962,601254300,0,0
bn200122221,601363105,0,0
bn200122398,601378391,2048,2048
bn200122414,601379764,2048,2048
bn200125864,601677816,0,0
bn200126466,601729856,2048,0
bn200127758,601841483,0,0
bn200128153,601875610,0,2048
bn200129409,601984129,0,2048
bn200130248,602056641,0,0
bn200130417,602071201,0,0
bn200201040,602211445,0,0
bn200202663,602351731,2048,2048
bn200202897,602371898,2048,2048
bn200203137,602392636,2048,2048
bn200203156,602394248,0,2048
bn200203861,602455182,2048,2048
bn200204518,602511922,2048,2048
bn200205836,602625858,2048,2048
bn200205845,602626648,0,0
bn200206706,602700986,0,0
bn200206815,602710379,2048,2048
bn200207058,602731380,0,0
bn200208052,602817262,0,0
bn200211310,603098793,0,0
bn200211813,603142206,0,0
bn200212451,603197394,0,0
bn200213374,603277076,2048,2048
bn200214412,603366762,2048,2048
bn200215611,603470376,0,0
bn200216380,603536850,0,0
bn200216564,603552759,0,0
bn200218664,603734139,2048,2048
bn200219317,603790614,0,0
bn200219413,603798859,0,0
bn200219998,603849435,0,0
bn200220556,603897608,2048,2048
bn200221162,603949983,0,0
bn200221697,603996240,2048,2048
bn200223717,604170778,2048,2048
bn200223814,604179128,0,0
bn200224212,604213554,0,0
bn200226521,604413016,2048,2048
bn200227306,604480813,0,0
bn200228291,604565918,0,0
bn200228469,604581288,0,0
bn200301320,604741251,0,0
bn200303107,604895668,0,0
bn200304740,605036761,2048,2048
bn200306934,605226330,0,0
bn200307894,605309224,0,0
bn200308941,605399720,0,0
bn200311636,605632577,0,0
bn200312245,605685202,2048,2048
bn200313071,605756501,0,0
bn200313456,605789837,0,0
bn200317028,606098435,0,0
bn200318226,606201962,2048,2048
bn200318941,606263732,0,0
bn200319323,606296685,0,0
bn200320414,606391011,0,0
bn200322654,606584495,2048,2048
bn200323006,606614927,2048,0
bn200323782,606681997,0,0
bn200325138,606799116,0,0
bn200325620,606840801,0,0
bn200326517,606918292,0,0
bn200327873,607035413,0,0
bn200328092,607054339,2048,2048
bn200401292,607417233,0,0
bn200402403,607513182,0,31744
bn200402688,607537834,0,0
bn200402824,607549588,0,0
bn200403896,607642221,0,0
bn200403919,607644248,0,0
bn200403974,607648922,0,0
bn200404229,607670993,2048,2048
bn200404327,607679445,2048,2048
bn200404706,607712227,0,0
bn200404757,607716582,2048,2048
bn200405394,607771646,0,0
bn200407265,607933326,0,0
bn200407388,607943918,0,0
bn200409525,608128572,2048,2048
bn200410405,608204639,0,0
bn200411187,608272147,0,2048
bn200412290,608367436,0,0
bn200412381,608375325,0,0
bn200415367,608633290,0,0
bn200416295,608713522,2048,2048
bn200418865,608935505,0,0
bn200420106,609042783,0,0
bn200421865,609194764,0,0
bn200423579,609342856,0,2048
bn200425701,609526195,0,0
bn200427768,609704785,0,0
bn200427776,609705411,0,0
bn200427783,609706030,0,0
bn200427818,609709064,2048,2048
bn200427835,609710510,0,0
bn200427843,609711223,2048,2048
bn200427885,609714890,0,0
bn200427905,609716591,2048,2048
bn200427916,609717567,0,0
bn200427955,609720925,0,2048
bn200427963,609721571,2048,2048
bn200427976,609722709,2048,2048
bn200427988,609723766,0,2048
bn200428014,609725989,2048,2048
bn200428028,609727184,2048,2048
bn200428035,609727791,2048,2048
bn200428044,609728648,2048,2048
bn200428083,609732016,2048,2048
bn200428158,609738477,2048,2048
bn200428173,609739792,0,0
bn200428248,609746195,0,2048
bn200428410,609760269,2048,2048
bn200429020,609812928,2048,2048
bn200429866,609886052,0,0
bn200501435,610021549,0,0
bn200502574,610119998,0,0
bn200503721,610219118,0,0
bn200503976,610241118,0,0
bn200505994,610415449,0,0
bn200506020,610417726,0,0
bn200506208,610433989,0,2048
bn200506404,610450873,0,0
bn200507662,610559583,0,0
bn200509818,610745923,0,0
bn200509958,610757949,0,0
bn200510445,610800081,0,0
