GRBName,Trig_no,healpix,locmap
bn200510911,610840281,0,0
bn200514380,611140062,0,0
bn200516449,611318831,2048,2048
bn200516818,611350694,2048,2048
bn200517786,611434353,0,0
bn200518800,611521947,2048,2048
bn200519773,611605955,0,0
bn200520591,611676654,0,2048
bn200520908,611704032,0,2048
bn200522650,611854604,0,0
bn200522899,611876056,2048,2048
bn200524211,611989445,0,0
bn200525611,612110433,0,0
bn200528208,612334784,2048,2048
bn200528436,612354449,0,0
bn200529039,612406604,0,0
bn200529307,612429771,2048,2048
bn200529448,612441878,2048,2048
bn200529504,612446739,0,0
bn200530031,612492255,0,0
bn200531119,612586283,0,0
bn200601097,612670794,31744,0
bn200603333,612864011,2048,2048
bn200604778,612988790,0,0
bn200604833,612993610,0,0
bn200605762,613073867,0,0
bn200607362,613212114,0,0
bn200607921,613260396,0,0
bn200609380,613386424,0,0
bn200612201,613630183,0,0
bn200613113,613708960,2048,2048
bn200613229,613719013,0,0
bn200614021,613787449,2048,2048
bn200614608,613838100,0,0
bn200615250,613893610,0,0
bn200616048,613962560,0,0
bn200616654,614014912,0,0
bn200617668,614102520,2048,2048
bn200617679,614103490,0,0
bn200619108,614226976,0,0
bn200619252,614239407,0,0
bn200619492,614260128,0,2048
bn200621009,614391190,2048,2048
bn200622092,614484713,0,0
bn200623138,614575085,0,0
bn200623752,614628173,0,0
bn200624308,614676198,2048,2048
bn200625532,614781954,0,0
bn200626105,614831496,0,2048
bn200629535,615127794,0,0
bn200630076,615174580,2048,2048
bn200630518,615212757,2048,2048
bn200630980,615252686,0,0
bn200701865,615329174,2048,2048
bn200702892,615417863,0,0
bn200703341,615456704,0,0
bn200703970,615511006,0,0
bn200705674,615658198,0,0
bn200706231,615706334,0,2048
bn200706563,615735066,2048,2048
bn200706633,615741133,0,0
bn200707072,615779047,0,0
bn200709147,615958281,0,0
bn200710036,616035132,0,2048
bn200710710,616093328,2048,2048
bn200711461,616158277,0,0
bn200713919,616370565,0,0
bn200714247,616398967,0,0
bn200714344,616407330,0,0
bn200714437,616415330,0,0
bn200714606,616429973,2048,2048
bn200714661,616434741,0,0
bn200714774,616444510,0,0
bn200715712,616525548,2048,2048
bn200716060,616555602,0,0
bn200716316,616577673,0,0
bn200716957,616633066,0,0
bn200717214,616655286,2048,2048
bn200718350,616753483,2048,2048
bn200718364,616754632,2048,2048
bn200718544,616770220,2048,2048
bn200718619,616776657,0,2048
bn200718896,616800608,2048,2048
bn200722094,617076900,0,0
bn200723691,617214929,0,0
bn200724213,617259983,0,0
bn200731497,617889342,2048,2048
bn200731919,617925793,2048,2048
bn200801352,617963239,0,0
bn200801650,617988951,0,0
bn200801842,618005512,2048,2048
bn200802491,618061611,0,0
bn200803149,618118471,0,0
bn200803703,618166368,0,0
bn200808469,618578162,0,0
bn200809211,618642276,0,31744
bn200809255,618646047,0,0
bn200809654,618680492,0,0
bn200810021,618712187,2048,2048
bn200811632,618851447,0,0
bn200814018,619057552,2048,2048
bn200816486,619270776,0,0
bn200816881,619304912,2048,2048
bn200817393,619349125,0,0
bn200818998,619487843,0,0
bn200819787,619556030,2048,2048
bn200821416,619696774,2048,2048
bn200823468,619874022,2048,2048
bn200824594,619971343,0,2048
bn200826187,620108997,0,0
bn200826923,620172587,0,0
bn200829582,620402299,2048,2048
bn200830100,620447006,2048,2048
bn200830413,620474063,0,0
bn200831462,620564765,0,0
bn200901158,620624852,0,0
bn200901904,620689308,2048,2048
bn200903031,620786664,0,0
bn200903113,620793765,0,0
bn200903230,620803910,2048,2048
bn200903902,620861943,0,2048
bn200904085,620877780,0,0
bn200904434,620907928,2048,2048
bn200904959,620953301,2048,2048
bn200906550,621090718,0,0
bn200907123,621140193,2048,2048
bn200907957,621212253,0,0
bn200908886,621292546,0,2048
bn200909168,621316887,0,0
bn200910819,621459539,2048,2048
bn200911939,621556343,2048,2048
bn200913091,621655867,2048,2048
bn200914534,621780515,0,0
bn200915144,621833240,0,2048
bn200915261,621843353,2048,2048
bn200915846,621893860,0,0
bn200916251,621928934,2048,2048
bn200916812,621977324,0,0
bn200916824,621978371,2048,2048
bn200917955,622076098,2048,2048
bn200919400,622200928,2048,2048
bn200919569,622215536,0,0
bn200919624,622220326,2048,2048
bn200919964,622249707,0,0
bn200920651,622309012,0,2048
bn200920831,622324624,0,0
bn200922753,622490669,0,0
bn200923748,622576668,0,0
bn200924235,622618714,0,0
bn200924386,622631725,0,0
bn200925610,622737487,0,0
bn200925956,622767401,2048,2048
bn200927940,622938801,2048,2048
bn200928290,622969084,0,0
bn200928552,622991684,0,0
bn200928792,623012405,2048,2048
bn200929204,623047997,0,0
bn200930384,623149974,2048,2048
bn201001300,623229118,2048,2048
bn201001416,623239145,0,0
bn201004094,623470566,0,0
bn201004365,623493962,0,0
bn201006054,623639877,0,0
bn201006791,623703543,2048,2048
bn201007123,623732203,0,0
bn201008443,623846261,0,0
bn201008754,623873165,0,0
bn201011458,624106736,2048,2048
bn201011629,624121589,0,0
bn201011837,624139481,2048,0
bn201012233,624173743,0,0
bn201016019,624500874,0,0
bn201016136,624510986,0,0
bn201016296,624524752,2048,2048
bn201017407,624620797,0,0
bn201018074,624678421,2048,2048
bn201019069,624764407,0,0
bn201019484,624800187,0,0
bn201020241,624865670,2048,2048
bn201020732,624908039,0,0
bn201021111,624940800,0,0
bn201021238,624951775,2048,2048
bn201021852,625004846,2048,2048
bn201025784,625344520,2048,2048
bn201026943,625444658,0,0
bn201027369,625481523,2048,2048
bn201029847,625695596,0,0
bn201029938,625703431,2048,2048
bn201030335,625737783,2048,2048
bn201031744,625859489,0,0
bn201101810,625951619,2048,2048
bn201103259,626076794,0,2048
bn201104001,626140861,0,0
bn201104808,626210610,0,0
bn201105099,626235728,0,2048
bn201105230,626247072,0,0
bn201105416,626263147,2048,2048
bn201105482,626268874,0,0
bn201105520,626272120,2048,2048
bn201107119,626410260,2048,2048
bn201108645,626542108,0,0
bn201109105,626581870,0,0
bn201111323,626773550,0,0
bn201112535,626878267,2048,2048
bn201115840,627163754,2048,2048
bn201116035,627180592,0,0
bn201116238,627198169,0,0
bn201117490,627306374,2048,2048
bn201118082,627357448,2048,2048
bn201118405,627385433,2048,2048
bn201119017,627438255,2048,2048
bn201119871,627512076,2048,2048
bn201120402,627557935,0,0
bn201120442,627561354,0,0
bn201121062,627614994,0,0
bn201121130,627620870,0,0
bn201121287,627634416,2048,2048
bn201121419,627645769,0,2048
bn201121617,627662950,2048,2048
bn201121637,627664680,2048,2048
bn201121660,627666593,2048,2048
bn201122603,627748087,2048,2048
bn201122624,627749892,2048,2048
bn201122701,627756560,2048,2048
bn201122721,627758263,2048,2048
bn201122728,627758877,2048,2048
bn201123719,627844508,2048,2048
bn201125415,627991032,2048,2048
bn201125743,628019388,2048,2048
bn201127147,628140709,0,0
bn201128270,628237761,2048,2048
bn201128746,628278856,2048,0
bn201130203,628404716,2048,2048
bn201130230,628407054,0,0
bn201201120,628483939,0,0
bn201206560,628954025,2048,2048
bn201207977,629076420,0,0
bn201208252,629100208,0,0
bn201208914,629157382,2048,2048
bn201209268,629187984,2048,2048
bn201211320,629365269,2048,2048
bn201213162,629524415,2048,2048
bn201213746,629574850,0,0
bn201214672,629654871,0,0
bn201215266,629706213,0,0
bn201216792,629838036,0,0
bn201216963,629852850,0,0
bn201217108,629865308,0,0
bn201217806,629925657,2048,2048
bn201218177,629957660,0,0
bn201218798,630011358,0,0
bn201219157,630042378,2048,2048
bn201221591,630252708,0,0
bn201221963,630284799,0,0
bn201221978,630286132,0,0
bn201222009,630288743,0,2048
bn201222461,630327810,0,0
bn201223173,630389391,2048,0
bn201223749,630439110,0,0
bn201224115,630470766,2048,2048
bn201224632,630515382,2048,2048
bn201226553,630681391,0,0
bn201227635,630774852,0,0
bn201227724,630782561,2048,2048
bn201228102,630815255,0,0
bn201228640,630861710,0,0
bn201229639,630948017,0,0
bn201229999,630979080,2048,2048
bn201231447,631104264,0,0
bn201231550,631113166,0,0
bn201231611,631118376,2048,2048
bn201231622,631119348,0,0
bn210101620,631205591,0,0
bn210101861,631226368,0,0
bn210102861,631312759,0,31744
bn210104477,631452424,0,0
bn210105669,631555390,0,0
bn210106007,631584650,2048,2048
bn210106216,631602681,2048,2048
bn210108424,631793415,0,0
bn210111245,632037192,2048,2048
bn210111515,632060507,2048,2048
bn210113379,632221553,0,0
bn210114895,632352534,0,0
bn210115699,632421956,2048,2048
bn210116150,632460964,2048,2048
bn210117458,632573937,0,0
bn210119121,632717654,0,0
bn210120299,632819449,0,0
bn210124025,633141335,2048,2048
bn210125369,633257525,0,0
bn210126417,633348010,0,0
bn210126992,633397712,2048,2048
bn210127268,633421582,0,0
bn210128983,633569707,2048,2048
bn210129641,633626614,2048,2048
bn210129886,633647760,2048,2048
bn210130008,633658270,2048,2048
bn210130731,633720730,2048,2048
bn210130876,633733287,2048,2048
bn210131722,633806427,2048,2048
bn210201567,633879387,0,0
bn210202538,633963272,0,0
bn210202774,633983674,2048,2048
bn210202841,633989436,0,0
bn210204270,634112970,0,0
bn210204777,634156744,0,0
bn210205301,634202000,2048,2048
bn210207025,634350957,2048,2048
bn210207603,634400883,0,0
bn210210594,634659312,0,2048
bn210210713,634669632,0,0
bn210211363,634725803,0,0
bn210213089,634874860,2048,2048
bn210213417,634903212,2048,2048
bn210213741,634931239,0,0
bn210214860,635027890,2048,2048
bn210216931,635206844,0,0
bn210217401,635247459,2048,2048
bn210221460,635598158,2048,2048
bn210223581,635781430,2048,2048
bn210225218,635922820,0,0
bn210228058,636168178,0,0
bn210228277,636187116,0,0
bn210302975,636420277,2048,2048
bn210303425,636459103,0,0
bn210306162,636695642,2048,2048
bn210306397,636715939,2048,2048
bn210306416,636717531,2048,2048
bn210306556,636729628,2048,2048
bn210308046,636858344,2048,2048
bn210308276,636878281,2048,2048
bn210308838,636926765,0,0
bn210309999,637027080,0,0
bn210311226,637133095,2048,2048
bn210312169,637214649,0,2048
bn210315716,637521056,0,0
bn210317381,637664914,0,2048
bn210318131,637729731,0,0
bn210320788,637959326,2048,2048
bn210320996,637977270,0,0
bn210322185,638079947,2048,2048
bn210323502,638193818,0,2048
bn210324468,638277273,0,0
bn210324485,638278742,2048,2048
bn210324809,638306711,0,0
bn210324833,638308803,0,0
bn210326057,638414549,0,0
bn210328865,638657121,0,0
bn210401970,639011829,0,0
bn210403006,639101364,2048,2048
bn210403738,639164541,2048,2048
bn210404141,639199407,0,0
bn210405351,639303904,0,0
bn210406949,639441970,0,0
bn210410037,639708801,0,0
bn210410946,639787339,2048,2048
bn210411146,639804661,0,0
bn210411564,639840769,0,0
bn210411688,639851475,0,0
bn210411821,639862902,2048,2048
bn210412562,639926921,2048,2048
bn210412791,639946709,2048,2048
bn210413552,640012523,2048,2048
bn210413991,640050417,0,0
bn210415284,640162105,0,0
bn210415722,640199945,2048,2048
bn210416925,640303939,2048,2048
bn210416998,640310224,2048,2048
bn210417494,640353092,0,0
bn210417957,640393072,0,31744
bn210419882,640559433,0,0
bn210420215,640588174,0,0
bn210420894,640646809,2048,2048
bn210421842,640728778,0,2048
bn210424694,640975205,0,0
bn210424778,640982416,0,0
bn210425089,641009305,2048,2048
bn210425182,641017296,0,2048
bn210425468,641042067,2048,2048
bn210425893,641078722,2048,2048
bn210426456,641127444,2048,2048
bn210426953,641170348,2048,2048
bn210427206,641192237,0,0
bn210427309,641201117,2048,2048
bn210428633,641315537,2048,2048
bn210430904,641511742,0,0
bn210501205,641537705,0,0
bn210501834,641592039,2048,2048
bn210501940,641601187,2048,0
bn210503456,641732232,2048,2048
bn210503815,641763254,0,0
bn210504314,641806337,2048,2048
bn210504806,641848886,2048,2048
bn210504959,641862052,0,0
bn210505305,641891998,2048,2048
bn210507778,642105643,0,0
bn210507793,642106916,2048,2048
bn210508936,642205660,2048,2048
bn210509579,642261225,2048,2048
bn210510806,642367205,0,0
bn210511458,642423542,0,0
bn210511477,642425204,0,0
bn210511869,642459088,2048,2048
bn210512789,642538568,0,2048
bn210514047,642647227,2048,2048
bn210515505,642773235,2048,2048
bn210515546,642776810,0,0
bn210515623,642783411,0,0
bn210516982,642900891,0,0
bn210518033,642991619,0,0
bn210518545,643035854,0,0
bn210518889,643065622,0,0
bn210519045,643079074,2048,2048
bn210519277,643099138,0,0
bn210520716,643223451,2048,2048
bn210520797,643230427,0,0
bn210521194,643264789,2048,2048
bn210521213,643266386,2048,2048
bn210522284,643358933,2048,2048
bn210522897,643411899,2048,2048
bn210524208,643525204,0,0
bn210524473,643548039,0,0
bn210528586,643903431,0,0
bn210529677,643997729,0,0
bn210529996,644025222,0,2048
bn210531500,644155206,2048,0
bn210601157,644211962,2048,2048
bn210601724,644260938,0,0
bn210602865,644359567,2048,0
bn210603907,644449593,0,0
bn210605215,644562543,0,0
bn210605622,644597763,0,2048
bn210606164,644644567,0,0
bn210606264,644653223,2048,2048
bn210606945,644712030,2048,2048
bn210607892,644793834,2048,2048
bn210610628,645030227,0,0
bn210610827,645047470,2048,2048
bn210614708,645382781,2048,2048
bn210615892,645485036,0,31744
bn210615982,645492838,0,0
bn210617554,645628644,2048,2048
bn210618072,645673421,0,2048
bn210619532,645799548,0,0
bn210620204,645857659,0,0
bn210620681,645898850,2048,2048
bn210621447,645965048,0,0
bn210622064,646018360,0,0
bn210622440,646050786,0,0
bn210624041,646189108,0,31744
bn210624107,646194855,31744,31744
bn210625583,646322348,31744,1024
bn210625891,646349006,31744,0
bn210626000,646358405,2048,31744
bn210626345,646388180,0,0
bn210626991,646443989,0,0
bn210627312,646471760,0,0
bn210627748,646509445,0,0
bn210627854,646518605,2048,2048
bn210628068,646537079,2048,2048
bn210701254,646812338,2048,2048
bn210701324,646818439,2048,2048
bn210701834,646862474,0,0
bn210704684,647108723,0,0
None,647120007,None,None
bn210704815,647120009,0,0
bn210706160,647236214,2048,2048
bn210706346,647252274,0,0
bn210706571,647271699,0,0
bn210707023,647310816,0,0
bn210707656,647365516,0,0
bn210708378,647427826,2048,2048
bn210709201,647498949,0,0
bn210709471,647522278,2048,2048
bn210710651,647624281,2048,2048
bn210710851,647641569,2048,2048
bn210710986,647653174,2048,2048
bn210711325,647682470,2048,2048
bn210712405,647775795,2048,2048
bn210712753,647805873,2048,2048
bn210713697,647887414,2048,2048
bn210714331,647942198,0,0
bn210715159,648013726,2048,2048
bn210715280,648024201,2048,2048
bn210715386,648033323,2048,0
bn210717324,648200771,2048,2048
bn210718225,648278666,2048,2048
bn210718505,648302836,2048,2048
bn210719164,648359752,0,0
bn210721978,648602917,2048,0
bn210722034,648607756,2048,2048
bn210722871,648680085,0,0
bn210723615,648744372,0,0
bn210725048,648868114,0,0
bn210725158,648877628,0,0
bn210726106,648959581,0,0
bn210727410,649072251,0,0
bn210730207,649313854,2048,0
bn210731092,649390368,0,0
bn210731367,649414102,0,0
bn210731931,649462872,2048,2048
bn210801581,649519043,0,0
bn210801649,649524889,0,0
bn210802839,649627691,0,0
bn210803497,649684549,0,0
bn210805002,649814537,0,2048
bn210805224,649833729,2048,2048
bn210806923,649980534,2048,2048
bn210807525,650032607,0,0
bn210807687,650046564,0,0
bn210807895,650064542,2048,2048
bn210807955,650069729,0,0
bn210809724,650222555,2048,2048
bn210812011,650420156,0,0
bn210812699,650479626,0,0
bn210813038,650508868,0,0
bn210813792,650574044,2048,2048
bn210815100,650687034,31744,0
bn210817705,650912153,2048,2048
bn210820004,651110719,0,0
bn210821320,651224433,0,0
bn210821332,651225524,2048,2048
bn210822273,651306769,0,0
bn210822429,651320287,2048,2048
bn210822729,651346229,0,0
bn210824174,651471008,0,0
bn210826293,651654110,0,0
bn210827416,651751169,0,0
bn210827424,651751821,0,0
bn210827592,651766354,0,0
bn210828211,651819844,2048,2048
bn210828249,651823082,2048,2048
bn210829572,651937422,2048,2048
bn210831148,652073610,2048,2048
bn210903021,652321851,0,0
bn210903077,652326622,0,0
bn210903727,652382823,0,0
bn210904593,652457641,2048,2048
bn210904866,652481264,0,0
bn210906073,652585475,0,0
bn210909194,652855199,2048,2048
bn210909447,652877004,0,0
bn210909790,652906639,0,0
bn210909848,652911693,0,2048
bn210910032,652927551,0,0
bn210910060,652930030,2048,2048
bn210910098,652933271,2048,2048
bn210910109,652934203,2048,2048
bn210910122,652935315,2048,2048
bn210910233,652944960,0,2048
bn210910384,652957973,0,0
bn210910456,652964173,2048,2048
bn210910660,652981861,0,2048
bn210910987,653010039,0,2048
bn210911127,653022153,2048,2048
bn210911231,653031163,0,0
bn210911446,653049776,2048,2048
bn210911496,653054042,2048,2048
bn210911627,653065385,2048,2048
bn210911636,653066130,0,0
bn210911643,653066776,2048,2048
bn210911701,653071808,2048,2048
bn210911709,653072474,0,0
bn210911788,653079281,0,0
bn210911837,653083551,2048,2048
bn210911849,653084584,0,0
bn210911953,653093506,2048,2048
bn210912218,653116452,2048,2048
bn210912286,653122278,0,0
bn210912311,653124492,0,0
bn210912424,653134216,2048,2048
bn210912513,653141965,0,0
bn210912522,653142699,0,0
bn210912628,653151835,0,2048
bn210912845,653170575,0,0
bn210913345,653213811,0,0
bn210913376,653216489,2048,2048
bn210914220,653289416,2048,2048
bn210914259,653292770,2048,2048
bn210914466,653310641,0,0
bn210914498,653313425,2048,2048
bn210914594,653321747,2048,2048
bn210914975,653354611,2048,2048
bn210915530,653402626,0,0
bn210915630,653411259,0,0
bn210915818,653427483,2048,2048
bn210916728,653506116,0,0
bn210917157,653543152,0,0
bn210917176,653544832,2048,2048
bn210918063,653621464,2048,2048
bn210918139,653628043,2048,2048
bn210918207,653633903,2048,2048
bn210918281,653640254,2048,2048
bn210918444,653654352,2048,2048
bn210919653,653758796,0,2048
bn210920238,653809382,2048,2048
bn210922070,653967649,0,0
bn210922842,654034352,2048,2048
bn210923124,654058748,0,0
bn210923192,654064630,2048,2048
bn210923493,654090581,0,0
bn210924886,654210987,2048,2048
bn210924960,654217377,0,0
bn210925056,654225613,0,0
bn210925800,654289952,0,0
bn210926869,654382283,0,0
bn210927031,654396242,0,0
bn210927824,654464774,0,2048
bn210927996,654479691,0,0
bn210928761,654545778,0,0
bn210929154,654579704,0,2048
bn210929724,654628989,2048,2048
bn210929821,654637347,0,0
bn210930063,654658271,2048,2048
bn211001003,654739449,0,31744
bn211002039,654828955,2048,2048
bn211002256,654847698,2048,2048
bn211002338,654854799,0,0
bn211002740,654889526,0,0
bn211002782,654893191,2048,2048
bn211003572,654961448,2048,2048
bn211004943,655079878,2048,2048
bn211008665,655401471,0,0
bn211011500,655646385,0,0
bn211011761,655668962,2048,2048
bn211011808,655673024,2048,2048
bn211012795,655758259,2048,2048
bn211014070,655868467,0,0
bn211018697,656268212,0,0
bn211018936,656288898,0,0
bn211019250,656315976,0,0
bn211019653,656350814,2048,2048
bn211020409,656416134,2048,2048
bn211021460,656506979,0,0
bn211023546,656687148,0,0
bn211024065,656732056,0,2048
bn211026115,656909146,2048,2048
bn211026251,656920888,2048,2048
bn211026787,656967216,2048,2048
bn211027244,657006717,0,0
bn211028434,657109502,2048,2048
bn211028660,657129008,2048,2048
bn211029244,657179452,2048,2048
bn211029845,657231385,2048,2048
bn211031175,657346304,0,0
bn211101062,657422976,2048,2048
bn211101238,657438208,2048,2048
bn211101986,657502760,2048,2048
bn211102125,657514783,2048,2048
bn211102338,657533168,0,0
bn211102587,657554740,0,0
bn211103240,657611102,2048,2048
bn211103949,657672429,2048,2048
bn211104209,657694892,2048,2048
bn211104354,657707352,2048,2048
bn211104540,657723466,2048,2048
bn211104765,657742914,0,0
bn211104782,657744375,0,2048
bn211105201,657780594,2048,2048
bn211105790,657831458,2048,2048
bn211106362,657880886,2048,2048
bn211107848,658009245,0,0
bn211109028,658111189,0,0
bn211109113,658118572,0,0
bn211110227,658214822,2048,2048
bn211112322,658395813,2048,2048
bn211112607,658420467,0,0
bn211113361,658485628,2048,2048
bn211113451,658493383,0,0
bn211113838,658526810,2048,2048
bn211115688,658686687,0,0
bn211115960,658710179,2048,2048
bn211116293,658738913,2048,2048
bn211116363,658744958,2048,2048
bn211116487,658755664,0,0
bn211116586,658764238,0,0
bn211118985,658971499,2048,2048
bn211120548,659106591,0,0
bn211121434,659183098,0,0
bn211124104,659413798,2048,2048
bn211127616,659717239,2048,2048
bn211129410,659872271,2048,2048
bn211130636,659978192,0,0
bn211201086,660017039,2048,2048
bn211201765,660075696,2048,2048
bn211201863,660084177,0,0
bn211204144,660281261,0,31744
bn211204493,660311410,0,0
bn211204901,660346625,0,0
bn211209082,660707847,2048,2048
bn211209414,660736561,2048,2048
bn211210937,660868196,0,0
bn211211549,660921004,0,0
bn211211909,660952127,0,0
bn211212394,660994088,0,0
bn211212532,661005991,0,0
bn211213088,661053990,2048,2048
bn211214366,661164389,2048,2048
bn211216282,661329957,0,0
bn211216556,661353672,0,0
bn211217295,661417475,0,0
bn211219513,661609127,2048,2048
bn211219558,661613050,2048,2048
bn211219622,661618527,0,0
bn211219910,661643391,0,0
bn211220171,661666003,2048,2048
bn211221163,661751686,2048,2048
bn211222768,661890377,0,2048
bn211223350,661940607,0,0
bn211223374,661942750,2048,2048
bn211224155,662010159,0,0
bn211224980,662081505,0,2048
bn211225014,662084433,0,0
bn211225760,662148849,0,0
bn211225932,662163745,2048,2048
bn211226538,662216114,2048,2048
bn211229145,662441360,0,0
bn211229930,662509128,0,0
bn211231292,662626836,0,0
bn220101373,662720264,2048,2048
bn220101930,662768315,0,0
bn220103097,662869208,2048,2048
bn220103877,662936597,0,0
bn220104167,662961667,0,0
bn220104189,662963536,2048,2048
bn220105296,663059205,2048,2048
bn220106108,663129379,2048,2048
bn220106928,663200161,2048,2048
bn220107615,663259536,0,0
bn220107793,663274898,0,0
bn220108026,663295065,0,0
bn220108612,663345711,2048,2048
bn220108685,663352002,2048,2048
bn220109206,663397041,2048,2048
bn220109319,663406755,2048,2048
bn220109395,663413297,2048,2048
bn220109540,663425846,2048,2048
bn220110189,663481908,2048,2048
bn220110664,663522943,2048,2048
bn220111238,663572537,2048,2048
bn220111325,663580106,0,0
bn220111374,663584320,2048,2048
bn220111765,663618072,2048,2048
bn220111807,663621714,0,0
bn220111913,663630846,2048,2048
bn220112044,663642231,2048,2048
bn220112087,663645963,2048,2048
bn220112097,663646767,2048,2048
bn220112188,663654685,2048,2048
bn220112238,663658976,2048,2048
bn220112361,663669570,0,0
bn220112832,663710289,2048,2048
bn220113249,663746359,2048,2048
bn220113284,663749349,2048,2048
bn220113379,663757527,2048,2048
bn220113446,663763320,2048,2048
bn220113685,663784002,2048,2048
bn220113808,663794595,2048,2048
bn220113817,663795373,2048,2048
bn220114168,663825741,0,0
bn220114486,663853187,2048,2048
bn220114558,663859390,2048,2048
bn220114585,663861712,0,0
bn220114673,663869328,0,0
bn220114811,663881241,2048,2048
bn220114862,663885679,2048,2048
bn220114873,663886592,2048,2048
bn220114891,663888163,2048,2048
bn220115026,663899819,2048,2048
bn220115230,663917434,0,0
bn220115276,663921434,2048,2048
bn220115296,663923149,0,0
bn220115334,663926463,2048,2048
bn220115345,663927396,2048,2048
bn220115359,663928616,2048,2048
bn220115394,663931604,2048,2048
bn220115430,663934730,2048,2048
bn220115527,663943170,2048,2048
bn220115548,663944995,2048,2048
bn220115597,663949205,2048,2048
bn220115709,663958832,0,0
bn220115724,663960124,0,0
bn220115800,663966693,2048,2048
bn220115809,663967527,2048,2048
bn220115858,663971735,2048,2048
bn220115943,663979075,0,0
bn220115955,663980106,2048,2048
bn220116450,664022922,2048,2048
bn220116469,664024557,2048,2048
bn220116486,664025987,2048,2048
bn220116515,664028512,2048,2048
bn220116579,664034047,2048,2048
bn220116590,664034983,0,0
bn220116782,664051595,2048,2048
bn220117061,664075637,2048,2048
bn220117069,664076382,2048,2048
bn220117199,664087560,0,0
bn220118477,664198030,2048,2048
bn220118515,664201318,2048,2048
bn220118526,664202232,2048,2048
bn220118764,664222840,0,0
bn220120246,664350846,2048,2048
bn220120365,664361143,2048,2048
bn220120619,664383120,0,0
bn220120628,664383857,2048,2048
bn220124074,664681625,0,0
bn220124731,664738369,2048,2048
bn220125548,664808967,2048,2048
bn220125793,664830086,2048,2048
bn220126313,664875088,2048,2048
bn220126434,664885461,2048,2048
bn220127042,664938050,2048,2048
bn220128813,665091042,2048,2048
bn220129043,665110910,2048,2048
bn220129873,665182655,0,0
bn220130968,665277280,0,0
bn220131236,665300433,0,0
bn220201674,665424680,0,0
bn220203246,665560448,2048,2048
bn220203641,665594565,2048,2048
bn220203820,665610058,2048,2048
bn220206219,665817350,2048,2048
bn220209959,666140455,0,0
bn220210998,666230203,0,0
bn220211047,666234473,0,0
bn220211657,666287193,0,0
bn220211918,666309709,2048,2048
bn220212892,666393834,0,0
bn220214002,666489765,0,0
bn220214693,666549452,2048,2048
bn220215724,666638564,2048,2048
bn220218845,666908238,2048,2048
bn220219401,666956292,2048,2048
bn220219473,666962499,0,0
bn220220203,667025572,2048,2048
bn220220767,667074291,0,0
bn220222098,667189282,0,0
bn220222808,667250652,0,0
bn220223094,667275321,0,0
bn220225519,667484886,0,2048
bn220228318,667726661,2048,2048
bn220228438,667737010,0,0
bn220304228,668064543,0,0
bn220305481,668172805,0,0
bn220305676,668189587,0,0
bn220305986,668216370,2048,2048
bn220306265,668240502,2048,2048
bn220306306,668244005,0,0
bn220306761,668283341,0,0
bn220307298,668329785,2048,2048
bn220307463,668344003,2048,2048
bn220308130,668401679,2048,2048
bn220308233,668410535,0,0
bn220309253,668498688,0,0
bn220310122,668573712,0,0
bn220310933,668643836,0,0
bn220311496,668692459,2048,2048
bn220311690,668709203,0,0
bn220311937,668730542,2048,2048
bn220312621,668789641,2048,2048
bn220313785,668890256,2048,2048
bn220313858,668896501,2048,2048
bn220314071,668914899,2048,2048
bn220314139,668920785,2048,2048
bn220314898,668986382,0,0
bn220315101,669003961,0,0
bn220316476,669122742,0,0
bn220317534,669214115,0,0
bn220320194,669443999,2048,0
bn220321282,669537987,0,0
bn220321777,669580726,2048,2048
bn220322062,669605400,2048,2048
bn220322092,669607965,2048,2048
bn220323507,669730216,0,0
bn220324110,669782349,0,0
bn220325067,669864995,2048,2048
bn220325879,669935178,0,0
bn220326173,669960577,0,0
bn220327190,670048413,2048,2048
bn220328473,670159244,2048,2048
bn220328597,670170009,2048,2048
bn220328717,670180339,2048,2048
bn220329003,670205075,2048,2048
bn220329716,670266702,2048,2048
bn220330461,670331060,2048,2048
bn220330520,670336094,0,0
bn220331237,670398078,2048,2048
bn220331412,670413213,2048,2048
bn220331769,670444028,2048,2048
bn220331776,670444627,0,0
bn220401429,670501065,0,0
bn220401896,670541394,0,0
bn220402349,670580594,2048,2048
bn220402558,670598630,2048,2048
bn220403424,670673407,0,0
bn220403543,670683718,2048,2048
bn220403863,670711364,2048,2048
bn220403928,670717011,2048,2048
bn220404741,670787248,0,0
bn220405258,670831904,0,0
bn220408240,671089569,0,0
bn220408311,671095689,0,0
bn220410697,671301786,2048,2048
bn220411306,671354405,0,0
bn220411732,671391231,2048,2048
bn220414591,671638243,2048,2048
bn220415133,671685095,2048,2048
bn220415550,671721122,2048,2048
bn220415645,671729344,0,0
bn220417141,671858594,2048,2048
bn220417226,671865934,2048,2048
bn220417578,671896360,0,0
bn220417939,671927504,2048,2048
bn220418130,671944032,2048,2048
bn220418167,671947195,2048,2048
bn220418286,671957495,2048,2048
bn220418661,671989923,0,0
bn220418720,671994986,0,2048
bn220419156,672032726,2048,2048
bn220419865,672093919,2048,2048
bn220419942,672100572,2048,2048
bn220420050,672109951,2048,2048
bn220421346,672221879,0,0
bn220421535,672238260,2048,2048
bn220422558,672326617,2048,2048
bn220423109,672374264,2048,2048
bn220423354,672395407,2048,2048
bn220424481,672492774,0,0
bn220426285,672648596,0,0
bn220426299,672649841,0,0
